case	seed	status	run_name	best_epoch	best_val_loss	test_avg_mae	test_mixed_mae	route_head_mode	fpem_env_route_target_mode	fpem_force_uniform_route	fpem_env_rep_ablation	effective_expert_number	prototype_pairwise_cosine	loss_future_mi	loss_swap	detail
add_k3_inv_fallback_prediction_router_plain	2024	DRY_RUN	fpem_invfallback_dryrun_0723_add_k3_inv_fallback_prediction_router_plain_seed2024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not launched
