epoch,train_dynamic_adj_std,train_forecast_loss,train_loss,train_prompt_kl,train_prompt_loss,val_dynamic_adj_std,val_loss,val_mae,val_mape,val_rmse
1,0.007245917804539204,0.7992016673088074,3.494837999343872,21.434724807739258,0.55216383934021,0.007245917804539204,1.4617929458618164,265.5028991699219,4.396247863769531,270.8210754394531
