sample_index,sample_mae,sample_mse
0,41.55573654174805,3277.625732421875
1,42.837554931640625,3484.6162109375
2,46.83457565307617,4052.17822265625
3,49.62957000732422,4539.15478515625
4,48.34437942504883,4337.4443359375
5,48.05839538574219,4257.44140625
6,51.917049407958984,4994.68310546875
7,56.88493728637695,5937.826171875
8,59.527950286865234,6874.06005859375
9,60.98418045043945,7090.59619140625
10,59.618656158447266,6918.42626953125
11,58.67646789550781,6429.18505859375
12,58.36909103393555,6292.6025390625
13,56.35398864746094,5826.55126953125
14,55.70474624633789,5602.91259765625
15,52.04645538330078,4807.68896484375
16,50.12517547607422,4432.482421875
17,46.18512725830078,3828.88720703125
18,45.84413146972656,4106.55517578125
19,44.24005889892578,4064.36376953125
20,41.65357971191406,3727.05126953125
21,38.422122955322266,3178.53759765625
22,35.40658187866211,2653.853759765625
23,33.609012603759766,2273.3271484375
24,33.2257080078125,2151.3564453125
25,33.69527816772461,2175.08447265625
26,33.58717727661133,2158.1064453125
27,35.994693756103516,2386.258544921875
28,36.62092590332031,2489.12353515625
29,35.92793273925781,2472.67333984375
30,38.387794494628906,2833.505615234375
31,42.6634635925293,3803.703857421875
32,50.091407775878906,5940.1376953125
33,56.287147521972656,7511.17236328125
34,58.51834487915039,7283.9638671875
35,59.79094696044922,7561.32666015625
36,59.44280242919922,7447.25732421875
37,56.884002685546875,6497.39501953125
38,54.24661636352539,5505.935546875
39,52.38640594482422,5133.95263671875
40,51.116172790527344,4865.29736328125
41,50.446861267089844,4858.89794921875
42,51.300987243652344,5066.4345703125
43,49.699459075927734,4648.35791015625
44,48.972679138183594,4490.89013671875
45,48.55318832397461,4505.89892578125
46,48.32109832763672,4402.71923828125
47,47.98013687133789,4422.31884765625
48,49.28554153442383,4527.32958984375
49,48.26349639892578,4314.1455078125
50,49.4328498840332,4563.119140625
51,50.91128921508789,4974.5263671875
52,49.24208068847656,4594.00732421875
53,52.05699157714844,4856.65234375
54,56.704959869384766,5665.00048828125
55,60.651092529296875,6628.12890625
56,63.894935607910156,7646.357421875
57,64.32514953613281,7696.9873046875
58,65.40998840332031,8026.2294921875
59,65.60263061523438,8045.669921875
60,65.0240707397461,7565.3486328125
61,64.2438735961914,7504.62255859375
62,63.260799407958984,7378.408203125
63,60.13605499267578,6476.0498046875
64,57.55891036987305,5806.1064453125
65,53.48945236206055,5066.9658203125
66,50.86391067504883,4541.19482421875
67,48.0141716003418,4294.7705078125
68,44.619728088378906,3884.393798828125
69,40.027122497558594,3212.77197265625
70,36.19026184082031,2706.1064453125
71,32.98310470581055,2291.2568359375
