sample_index,sample_mae,sample_mse
0,66.00337982177734,14453.59765625
1,64.30728149414062,14137.0439453125
2,63.374961853027344,13855.3828125
3,63.43319320678711,13985.259765625
4,66.40280151367188,14880.072265625
5,70.72538757324219,16187.3447265625
6,72.94483184814453,16886.296875
7,71.49945831298828,16372.388671875
8,68.79452514648438,15419.162109375
9,65.8252182006836,14455.322265625
10,62.111053466796875,13215.60546875
11,59.67047882080078,12211.4296875
12,58.584659576416016,11679.525390625
13,56.57855987548828,11270.83984375
14,56.337196350097656,11193.7626953125
15,56.70039367675781,11315.03515625
16,58.17105484008789,11883.0126953125
17,59.21826171875,12132.63671875
18,58.56459045410156,12460.392578125
19,61.35576629638672,13433.4814453125
20,64.25666809082031,14870.1640625
21,68.35155487060547,16877.443359375
22,73.2890853881836,19420.091796875
23,78.92831420898438,22373.14453125
24,84.05301666259766,25408.720703125
25,89.65962982177734,28883.609375
26,92.64131164550781,30790.412109375
27,93.40045166015625,31454.517578125
28,91.60858154296875,30281.244140625
29,91.07794952392578,28870.171875
30,89.16766357421875,28023.234375
31,88.7890396118164,26813.017578125
32,83.38214874267578,23810.76171875
33,80.3674545288086,20695.76953125
34,74.31575012207031,17407.421875
35,69.09552001953125,15303.35546875
36,65.09729766845703,13866.02734375
37,60.93132781982422,12332.134765625
38,58.208656311035156,11485.7802734375
39,58.84736251831055,11337.9970703125
40,58.06248092651367,11359.44921875
41,60.362648010253906,11885.4150390625
42,61.0757942199707,12172.732421875
43,59.251861572265625,12174.384765625
44,60.41645050048828,12399.025390625
45,61.600704193115234,12750.021484375
46,62.248695373535156,13034.0849609375
47,62.365901947021484,13197.6689453125
48,62.57475662231445,13168.6103515625
49,60.919857025146484,12878.427734375
50,60.43608474731445,12740.8154296875
51,61.28825378417969,13006.1396484375
52,64.42139434814453,13879.76171875
53,67.63311767578125,14860.29296875
54,69.17291259765625,15158.9501953125
55,68.768310546875,14805.599609375
56,65.9671859741211,14106.005859375
57,62.57863235473633,13088.90234375
58,60.177886962890625,12227.2939453125
59,58.7656135559082,11590.455078125
60,56.52920913696289,10995.2197265625
61,57.06987380981445,10906.0673828125
62,57.522457122802734,11072.2021484375
63,56.68061065673828,10957.09765625
64,56.43798828125,11093.041015625
65,56.47841262817383,11260.150390625
66,57.63363265991211,11707.3779296875
67,59.318660736083984,12500.16015625
68,61.95389175415039,13697.22265625
69,65.48236083984375,15268.771484375
70,69.44949340820312,17285.970703125
71,74.20965576171875,19645.537109375
72,79.82437896728516,22713.78515625
73,85.19384765625,25963.23046875
74,87.96858215332031,27821.302734375
75,88.3822250366211,28274.884765625
76,87.74596405029297,27741.1953125
77,87.24714660644531,26345.115234375
78,86.12764739990234,25816.3359375
79,85.98180389404297,25003.26171875
80,82.1587142944336,22811.955078125
81,81.37116241455078,20342.107421875
82,74.19803619384766,17043.142578125
83,69.2895278930664,14808.4326171875
84,64.09295654296875,13302.7109375
85,60.2177734375,11908.650390625
86,56.827735900878906,10935.521484375
87,57.23125457763672,10941.7998046875
88,56.869808197021484,10867.916015625
89,58.70475769042969,11399.7998046875
90,58.62299728393555,11623.1513671875
91,58.63143539428711,11766.53125
92,58.39582061767578,11891.615234375
93,59.64432144165039,12244.81640625
94,60.751991271972656,12742.2822265625
95,62.450931549072266,13157.7685546875
96,62.395538330078125,13061.041015625
97,60.1585693359375,12737.3037109375
98,60.578941345214844,12756.267578125
99,60.99913024902344,13032.6923828125
100,65.32870483398438,13922.5146484375
101,67.14173126220703,14754.9345703125
102,67.27611541748047,14926.599609375
103,67.66781616210938,14663.9912109375
104,66.12793731689453,13840.7822265625
105,64.3462142944336,13212.53515625
106,60.469688415527344,11840.0126953125
107,56.6161994934082,10879.37109375
108,53.95961380004883,10313.8173828125
