split,cluster,sample_count,sample_ratio,workday_ratio,holiday_ratio,rush_ratio,mean_external_load,mean_historical_flow,std_historical_flow,mean_target_flow,invariant_mae,gmm_routed_mae,uniform_mae,mean_correction_magnitude,mean_gmm_confidence,mean_gmm_entropy,avg_consecutive_cluster_duration
test,0,103,0.18864468864468864,0.6796116504854369,0.3203883495145631,0.14563106796116504,0.569975733757019,19.689706802368164,65.13554382324219,9.459150314331055,33.645999908447266,4.7486042976379395,4.749851703643799,31.559202194213867,0.999554455280304,0.001808050088584423,103.0
test,1,307,0.5622710622710623,0.6710097719869706,0.32899022801302935,0.26058631921824105,0.9946091175079346,43.78053283691406,111.3628158569336,43.16765594482422,92.1087875366211,8.096315383911133,8.095599174499512,52.32368469238281,0.9998481273651123,0.0007510923896916211,307.0
test,2,136,0.2490842490842491,0.5735294117647058,0.42647058823529416,0.3161764705882353,1.3017278909683228,51.777713775634766,124.64488983154297,62.110660552978516,122.01378631591797,9.00346851348877,9.003805160522461,68.34298706054688,0.9993261694908142,0.0027233154978603125,136.0
