case	seed	status	run_name	test_avg_mae	best_epoch	confounder_dep_total	loss_gci	loss_scd	loss_conf_kl	detail
conf_gci	2024	OK	fpem_agcrn_aligned_confounder_dep_norm_align_obs_k1_counterfactual_risk_router_period_context_0813_conf_gci_seed2024	10.608570098876953	18	0.0891906527536256	0.0001928006927344194	0.0	7.578996675355094e-06	finished
conf_scd	2024	OK	fpem_agcrn_aligned_confounder_dep_norm_align_obs_k1_counterfactual_risk_router_period_context_0813_conf_scd_seed2024	10.61003828048706	36	0.0	0.0	0.0	0.0	finished
conf_both	2024	OK	fpem_agcrn_aligned_confounder_dep_norm_align_obs_k1_counterfactual_risk_router_period_context_0813_conf_both_seed2024	10.613342761993408	19	0.08936120009138471	0.00018620505212484637	0.14929213218745732	0.00011284576640242622	finished
