case	seed	status	run_name	test_avg_mae	best_epoch	confounder_dep_total	loss_gci	loss_scd	loss_conf_kl	detail
conf_none	2024	OK	fpem_agcrn_aligned_confounder_dep_relative_pretrained_inv_smoke_0811_conf_none_seed2024	89.28585433959961	1	0.0	0.0	0.0	0.0	finished
conf_gci	2024	OK	fpem_agcrn_aligned_confounder_dep_relative_pretrained_inv_smoke_0811_conf_gci_seed2024	87.35177993774414	1	1.0609503988234792e-05	1.4901161193847656e-08	0.0	0.10608670115470886	finished
conf_scd	2024	OK	fpem_agcrn_aligned_confounder_dep_relative_pretrained_inv_smoke_0811_conf_scd_seed2024	87.53984832763672	1	0.0002009323361562565	0.0	0.19032490253448486	0.10607428103685379	finished
conf_both	2024	OK	fpem_agcrn_aligned_confounder_dep_relative_pretrained_inv_smoke_0811_conf_both_seed2024	87.35173797607422	1	0.00012023145973216742	1.4901161193847656e-08	0.10962194204330444	0.10608670115470886	finished
