epoch,train_loss,val_loss,val_mae,val_mape,val_rmse
1,0.14967104610889,0.19556556656734778,37.36377636231098,0.5041653411716803,53.867898670559214
2,0.10953338786197504,0.15461522974031214,29.445610285624607,0.3619423760683676,44.162147242315584
3,0.10084961963170709,0.14503996827792193,27.552574602325894,0.2895571749832349,40.862857188501174
4,0.09731063278131899,0.14086689583419523,26.767379037566474,0.2782467138760415,40.321115351324096
5,0.09483472170510311,0.13219244702370306,25.076656818499135,0.2421667454646898,37.52856865191378
6,0.09346326571830789,0.13533114460120907,25.666078761080012,0.24078390469597513,37.797905918221836
7,0.092162168813306,0.13111011373030634,24.856975476329406,0.2408999425985286,37.32276453190789
8,0.09116405756333384,0.1307552265376706,24.79497617522739,0.23795598180706423,36.83165684860597
9,0.09054850256870778,0.13489637729057877,25.607614588437073,0.24223346844196048,38.421737957109976
10,0.09008543855290249,0.13797852490331983,26.150834572520044,0.23497049016504626,39.24506253901216
11,0.08942681233121935,0.12146397785274024,23.022514830695258,0.2072868116362125,34.86902738966619
12,0.08903053564765767,0.12810246234019323,24.32443336845127,0.2425911789890144,36.34309188868991
13,0.08854746312553226,0.12539180457882182,23.811586185992788,0.22487775894033404,35.88372985778669
14,0.08814082614762382,0.1318274064759755,25.0132947091521,0.25157584493546686,38.01680455027577
15,0.087693501949935,0.12948423315176713,24.561340084709524,0.22408759647047943,37.236531500799956
16,0.08760020613630348,0.13363281163341129,25.19971144786542,0.26442226421553106,37.9541820539232
17,0.08763367932477183,0.1266938925600202,23.981111339031624,0.23392936202941755,36.24540519058909
18,0.08722366555722234,0.1290280630865389,24.474249638123748,0.22527541185538247,37.18097204053252
19,0.08738684186906964,0.12701886440931318,24.11974294363155,0.2282122848984302,36.60028060834432
20,0.08690492033526086,0.1216046088630118,23.06848045274837,0.22870965185068454,35.16341101437773
21,0.08714215453396786,0.12426401535123757,23.590675767808982,0.2288891765430894,35.865704966629224
22,0.08764910733852653,0.12534936552297618,23.77805079627283,0.23295011289784726,36.19169748749793
23,0.08727988652987302,0.12762780110826472,24.215134296876048,0.2281387345897373,37.135417356633106
24,0.08762421567408644,0.12489028022734433,23.6553624466659,0.2325097921890082,36.62450595475554
25,0.08679157380496264,0.13041919958089634,24.757646371244974,0.2355104217585283,38.00664676653151
26,0.08675870461768206,0.12669746109283395,24.094093688711403,0.23809316976749065,36.780462881134135
27,0.08645111387000043,0.12819719039424315,24.330363457582525,0.25326664735224924,37.240426548349355
28,0.08646828106027084,0.1212899766051619,22.972546407037584,0.21435466474274179,35.72726283996512
29,0.0862023905574957,0.12436897282713741,23.634781778036253,0.21795837791446696,37.275533971098284
30,0.08602767985303598,0.13316271093771084,25.318199514714575,0.24459058246729984,39.408609648941585
31,0.08660799901133845,0.12429811728847259,23.576246278419802,0.22442409088419066,36.36777420743088
32,0.08748601780018733,0.13189294796697326,25.037120976617384,0.2507188003053643,38.30829503997768
33,0.08672892330041239,0.12244804316847868,23.293160734143864,0.23000909831686392,36.63252622728905
34,0.08644759096497794,0.12301499361315271,23.37256512876775,0.21696792860586891,36.58352742582935
35,0.08624110900693942,0.11585669204643911,21.997461684708743,0.19176926683348616,34.59782463458259
36,0.08620905720720262,0.1313393593739125,25.001755488724505,0.2379927482289547,39.11420981329604
37,0.08619041354460744,0.12709827289104736,24.17273140215792,0.2310008895919495,37.87989961639439
38,0.08613233138088033,0.13145635077838635,24.971301758712645,0.24960405687286272,39.10409235173211
39,0.08744016089834498,0.1224994140511799,23.278778772911256,0.21109949678762946,36.372391527925295
40,0.08707985249667008,0.12417425368352444,23.594328448807932,0.2214602475347934,37.29187027187282
41,0.08650048448518462,0.12739112586773002,24.204511051680488,0.2336788211184269,37.63718700955141
42,0.08605983357691535,0.12105666344381553,23.01917824717868,0.20973023829420545,37.087606998981066
43,0.0857620908037689,0.1257024872019665,23.915381834897524,0.22224368030740907,37.659746619680085
44,0.08607522994990514,0.12188781082954467,23.15552663245971,0.2189464578701595,35.83152765053381
45,0.0856299481824903,0.11839507578233127,22.478065844226677,0.20333391136456738,34.80416451068542
46,0.08490013896505766,0.13034223553309598,24.78774323348737,0.2390118510162571,38.07503432834271
47,0.08546980176646858,0.12711427100813538,24.08960424665733,0.22455403610534821,37.03790236229476
48,0.08579885805792255,0.11997743502668909,22.76679576314465,0.20392044011806432,35.564550819702845
49,0.0851854797800887,0.12092806918616966,22.932598774266545,0.2149357241948582,35.813225799245934
50,0.08520905937998742,0.1244868993810362,23.625440278987295,0.22758065003812109,36.74079839568777
51,0.09023799665067338,0.1283633663021412,24.354424427465066,0.225780913846531,38.09526420890398
52,0.0960567825762335,0.13038111561557272,24.72035035442514,0.25344591230870933,38.149955843022056
53,0.0932478696978308,0.1278125953855247,24.246074670614654,0.24435660010897145,39.960300527705904
54,0.09051420483754674,0.119404928494599,22.668649981521657,0.22341679648025747,35.757357982535
55,0.08890981814756836,0.12516919233732754,23.778324553674302,0.2310927007326009,38.20086624040636
