steve_group,count,native_mae,invariant_mae,best_env_mae,env_use_score,correction_norm,route_regret,selected_expert_distribution
steve_environment_preferred,354,7.921425095214167,93.11514521953313,7.914920634251657,nan,0.5247414255209562,0.006504460962509475,"{""0"": 49, ""1"": 202, ""2"": 103}"
steve_invariant_preferred,159,7.148953541622091,77.16236098579785,7.142547739692111,nan,0.45619382385937673,0.00640580192998131,"{""0"": 51, ""1"": 82, ""2"": 26}"
steve_ambiguous,33,7.8293424898712205,94.09800255759207,7.8244157534092205,nan,0.5188280976179874,0.004926736461999471,"{""0"": 3, ""1"": 23, ""2"": 7}"
