env_oracle_samples,exact_expert_selection_accuracy,top2_expert_selection_accuracy,tolerance_1pct_expert_accuracy,mean_expert_selection_regret,median_expert_selection_regret
546,0.34065934065934067,0.6391941391941391,0.9871794871794872,0.0063803736095995696,0.003303932113631447
