sample_index,native_mae,invariant_mae,expert_0_mae,expert_1_mae,expert_2_mae,native_argmax_mae,uniform_mae,oracle_mae,oracle_route,native_route,native_argmax_route,best_env_route,environment_gain,oracle_environment_group,route_regret,relative_route_regret,argmax_route_regret,env_use_score,correction_norm,routing_entropy,max_router_prob,valid_count,expert_selection_regret
88,9.77308666087963,113.07165075231481,9.778732638888888,9.77308666087963,9.779992223668982,9.77308666087963,9.777225296585648,9.77308666087963,expert_1,1,1,1,0.9135673124443214,environment_preferred,0.0,0.0,0.0,,0.5649951696395874,5.5262041470660606e-11,1.0,135,0.0
89,9.766495889692164,121.65130159748135,9.780373644472947,9.766495889692164,9.766650755013993,9.766495889692164,9.771085369053171,9.766495889692164,expert_1,1,1,1,0.9197172922817756,environment_preferred,0.0,0.0,0.0,,0.5781181454658508,5.5262041470660606e-11,1.0,134,0.0
90,8.04925094825634,120.17418195199275,8.050498188405797,8.04925094825634,8.046415909476902,8.04925094825634,8.048717554064764,8.046415909476902,expert_2,1,1,2,0.9330437222140502,environment_preferred,0.002835038779437582,0.000352335600263781,0.002835038779437582,,0.5922805070877075,5.5262041470660606e-11,1.0,138,0.002835038779437582
91,9.395426432291666,120.9849150686553,9.394060539476799,9.395426432291666,9.388818914240057,9.395426432291666,9.392768628669508,9.388818914240057,expert_2,1,1,2,0.9223967805497719,environment_preferred,0.006607518051609418,0.000703764564208153,0.006607518051609418,,0.5763431191444397,5.5262041470660606e-11,1.0,132,0.006607518051609418
92,7.719824405116889,112.96698324188931,7.71630719599833,7.719824405116889,7.71294886465291,7.719824405116889,7.716068180462786,7.71294886465291,expert_2,1,1,2,0.9317238661836472,environment_preferred,0.006875540463979313,0.000891428244194475,0.006875540463979313,,0.563147783279419,5.5262041470660606e-11,1.0,131,0.006875540463979313
93,8.994641380588504,109.41011348083941,8.992497576414234,8.994641380588504,9.004845389484489,8.994641380588504,8.997329600536041,8.992497576414234,expert_0,1,1,0,0.9178092656124605,environment_preferred,0.002143804174270514,0.0002383991940007125,0.002143804174270514,,0.5671310424804688,5.5262041470660606e-11,1.0,137,0.002143804174270514
94,9.771334682937956,115.34215328467154,9.779964252109945,9.771334682937956,9.776569449988594,9.771334682937956,9.77571852189781,9.771334682937956,expert_1,1,1,1,0.9152839234861369,environment_preferred,0.0,0.0,0.0,,0.5694180727005005,5.5262041470660606e-11,1.0,137,0.0
95,9.649682792828237,116.51195059577338,9.657835157655127,9.649682792828237,9.65295146695144,9.649682792828237,9.653480145571043,9.649682792828237,expert_1,1,1,1,0.9171786006200613,environment_preferred,0.0,0.0,0.0,,0.5738539099693298,5.5262041470660606e-11,1.0,139,0.0
96,9.205355791978434,113.47893513424296,9.21513603102993,9.205355791978434,9.201610296544894,9.205355791978434,9.207074232504402,9.201610296544894,expert_2,1,1,2,0.9189134945119144,environment_preferred,0.0037454954335398583,0.00040704782237368294,0.0037454954335398583,,0.5701494216918945,5.5262041470660606e-11,1.0,142,0.0037454954335398583
97,6.661306187726449,103.73237941576087,6.647465360337409,6.661306187726449,6.6585498754528984,6.661306187726449,6.655773218127265,6.647465360337409,expert_0,1,1,0,0.9359171610853129,environment_preferred,0.013840827389040022,0.0020821210248980516,0.013840827389040022,,0.5445200800895691,5.5262041470660606e-11,1.0,138,0.013840827389040022
98,8.305653291590074,93.60612936580883,8.302668851964613,8.305653291590074,8.307522942038144,8.305653291590074,8.305283490349264,8.302668851964613,expert_0,1,1,0,0.9113020813036918,environment_preferred,0.0029844396254610217,0.00035945545687454835,0.0029844396254610217,,0.5034477114677429,5.5262041470660606e-11,1.0,136,0.0029844396254610217
99,8.499138883842054,89.12734677810077,8.51764152585998,8.499138883842054,8.503903411155523,8.499138883842054,8.506463102592054,8.499138883842054,expert_1,1,1,1,0.9046405038287266,environment_preferred,0.0,0.0,0.0,,0.4731438457965851,5.5262041470660606e-11,1.0,129,0.0
100,8.88707890070922,97.19369874778369,8.90131264544548,8.88707890070922,8.896891276041666,8.88707890070922,8.894468916223405,8.88707890070922,expert_1,1,1,1,0.9085632194760788,environment_preferred,0.0,0.0,0.0,,0.5105596780776978,5.5262041470660606e-11,1.0,141,0.0
101,8.80983164612676,111.85379759022888,8.795700717979754,8.80983164612676,8.80165293518926,8.80983164612676,8.80239395356514,8.795700717979754,expert_0,1,1,0,0.9213643085217151,environment_preferred,0.014130928147006117,0.0016065721879463615,0.014130928147006117,,0.5803607702255249,5.5262041470660606e-11,1.0,142,0.014130928147006117
102,8.022572769657257,125.78939012096774,8.02778556577621,8.018983114919354,8.022572769657257,8.022572769657257,8.023064988659273,8.018983114919354,expert_1,2,2,1,0.9362507194986179,environment_preferred,0.0035896547379028476,0.0004476446310535657,0.0035896547379028476,,0.6405003070831299,5.5262041470660606e-11,1.0,155,0.0035896547379028476
103,9.5957536866679,132.9093241494083,9.6025600094767,9.59979284162352,9.5957536866679,9.5957536866679,9.599249664848372,9.5957536866679,expert_2,2,2,2,0.9278022535433182,environment_preferred,0.0,0.0,0.0,,0.6983192563056946,5.5262041470660606e-11,1.0,169,0.0
104,9.024748149671053,140.37683890716374,9.018560398391813,9.016216077302632,9.024748149671053,9.024748149671053,9.01973969755117,9.016216077302632,expert_1,2,2,1,0.9357713412875369,environment_preferred,0.00853207236842124,0.0009463030050821239,0.00853207236842124,,0.745380163192749,5.5262041470660606e-11,1.0,171,0.00853207236842124
105,11.506538391113281,152.292529296875,11.509778594970703,11.507007598876953,11.506538391113281,11.506538391113281,11.507188415527343,11.506538391113281,expert_2,2,2,2,0.9244444987272964,environment_preferred,0.0,0.0,0.0,,0.7524707913398743,5.5262041470660606e-11,1.0,160,0.0
106,11.813917171320266,141.87761187130178,11.81438739483173,11.81655432345599,11.813917171320266,11.813917171320266,11.814782498150887,11.813917171320266,expert_2,2,2,2,0.9167316321757886,environment_preferred,0.0,0.0,0.0,,0.7516205310821533,5.5262041470660606e-11,1.0,169,0.0
107,8.736511600378789,135.76227509469697,8.738567560369319,8.740059777462122,8.736511600378789,8.736511600378789,8.738292347301137,8.736511600378789,expert_2,2,2,2,0.935648459085671,environment_preferred,0.0,0.0,0.0,,0.7264148592948914,5.5262041470660606e-11,1.0,165,0.0
108,7.476652949689383,131.3708937311747,7.493937664721385,7.492603715643825,7.476652949689383,7.476652949689383,7.487665015530873,7.476652949689383,expert_2,2,2,2,0.9430874470185998,environment_preferred,0.0,0.0,0.0,,0.7092008590698242,5.5262041470660606e-11,1.0,166,0.0
109,9.598585140070266,125.49822022928994,9.592004900147929,9.592310437083949,9.598585140070266,9.598585140070266,9.59429895525148,9.592004900147929,expert_0,2,2,0,0.9235685981632012,environment_preferred,0.006580239922337583,0.0006860129859020508,0.006580239922337583,,0.6830053329467773,5.5262041470660606e-11,1.0,169,0.006580239922337583
110,8.327710658482143,121.73691964285715,8.327303989955357,8.328792550223215,8.327710658482143,8.327710658482143,8.3279345703125,8.327303989955357,expert_0,2,2,0,0.9315959035731692,environment_preferred,0.0004066685267858361,4.883555677520261e-05,0.0004066685267858361,,0.6851248145103455,5.5262041470660606e-11,1.0,175,0.0004066685267858361
111,8.191797671110734,116.46568231997283,8.192638894786006,8.194629171620244,8.191797671110734,8.191797671110734,8.192964636761209,8.191797671110734,expert_2,2,2,2,0.9296634209500019,environment_preferred,0.0,0.0,0.0,,0.6821028590202332,5.5262041470660606e-11,1.0,184,0.0
112,8.314913601345486,116.09312065972222,8.327187771267361,8.322720675998264,8.314913601345486,8.314913601345486,8.321476236979167,8.314913601345486,expert_2,2,2,2,0.9283772065554415,environment_preferred,0.0,0.0,0.0,,0.6604380011558533,5.5262041470660606e-11,1.0,180,0.0
113,8.081330023871528,111.26067708333333,8.08890380859375,8.088287353515625,8.081330023871528,8.081330023871528,8.086138916015624,8.081330023871528,expert_2,2,2,2,0.9273658022248177,environment_preferred,0.0,0.0,0.0,,0.6528764963150024,5.5262041470660606e-11,1.0,180,0.0
114,6.791699091593425,100.54606119791667,6.7838897705078125,6.785563151041667,6.791699091593425,6.791699091593425,6.786973317464192,6.7838897705078125,expert_0,2,2,0,0.9325295323388723,environment_preferred,0.007809321085612275,0.001151156836239057,0.007809321085612275,,0.6211645603179932,5.5262041470660606e-11,1.0,192,0.007809321085612275
115,7.857213903356482,94.76375454695767,7.861577432622354,7.857213903356482,7.85174076140873,7.857213903356482,7.85663326202877,7.85174076140873,expert_2,1,1,2,0.9171440515527695,environment_preferred,0.005473141947751614,0.0006970609593546544,0.005473141947751614,,0.5760691165924072,5.5262041470660606e-11,1.0,189,0.005473141947751614
116,5.784050659812176,86.19983605893782,5.78296657423899,5.784050659812176,5.782409984213083,5.784050659812176,5.783141773599417,5.782409984213083,expert_2,1,1,2,0.9329185500972478,environment_preferred,0.0016406755990931998,0.0002837356056683131,0.0016406755990931998,,0.5424689650535583,5.5262041470660606e-11,1.0,193,0.0016406755990931998
117,6.852917150548986,80.06642736486486,6.841799514358108,6.852917150548986,6.8486526076858105,6.852917150548986,6.847697160050676,6.841799514358108,expert_0,1,1,0,0.9145484600782816,environment_preferred,0.011117636190878244,0.0016249579028948338,0.011117636190878244,,0.511617124080658,5.5262041470660606e-11,1.0,185,0.011117636190878244
118,7.924303992319915,78.9404296875,7.929797156382415,7.924303992319915,7.920721883827683,7.924303992319915,7.92494055106815,7.920721883827683,expert_2,1,1,2,0.8996620373719361,environment_preferred,0.003582108492231839,0.0004522452050166907,0.003582108492231839,,0.48939910531044006,5.5262041470660606e-11,1.0,177,0.003582108492231839
119,6.15421906409905,71.9412748994883,6.153136136239035,6.15421906409905,6.154423942342836,6.15421906409905,6.153840003654971,6.153136136239035,expert_0,1,1,0,0.9144700153724575,environment_preferred,0.0010829278600148484,0.00017599608330407646,0.0010829278600148484,,0.4591003954410553,5.5262041470660606e-11,1.0,171,0.0010829278600148484
120,6.484144592285157,63.47576904296875,6.472077941894531,6.484144592285157,6.484150695800781,6.484144592285157,6.480040740966797,6.472077941894531,expert_0,1,1,0,0.8980386052902584,environment_preferred,0.01206665039062571,0.0018644167296745372,0.01206665039062571,,0.42875936627388,5.5262041470660606e-11,1.0,160,0.01206665039062571
121,6.343862915039063,57.91325073242187,6.352009963989258,6.343862915039063,6.340898513793945,6.343862915039063,6.345590209960937,6.340898513793945,expert_2,1,1,2,0.890510402479547,environment_preferred,0.0029644012451175428,0.00046750491884845743,0.0029644012451175428,,0.3950946033000946,5.5262041470660606e-11,1.0,160,0.0029644012451175428
122,5.571362828915836,48.83544622315951,5.584448691526074,5.571362828915836,5.559060313218942,5.571362828915836,5.571623070839724,5.559060313218942,expert_2,1,1,2,0.8861675126747867,environment_preferred,0.012302515696894112,0.0022130567045009104,0.012302515696894112,,0.3569270670413971,5.5262041470660606e-11,1.0,163,0.012302515696894112
123,4.887018152185388,36.8140968116554,4.887018152185388,4.878761497703758,4.868404079127956,4.887018152185388,4.877775862410262,4.868404079127956,expert_2,0,0,2,0.8677570686024108,environment_preferred,0.018614073057432456,0.003823444552853688,0.018614073057432456,,0.3213725984096527,5.5262041470660606e-11,1.0,148,0.018614073057432456
124,4.740825877470129,32.69606287339155,4.740825877470129,4.748895084156709,4.735562492819393,4.740825877470129,4.74079356474035,4.735562492819393,expert_2,0,0,2,0.8551641366987567,environment_preferred,0.005263384650735503,0.0011114592318687494,0.005263384650735503,,0.3024198114871979,5.5262041470660606e-11,1.0,136,0.005263384650735503
125,4.676649750256147,30.955228211449796,4.676649750256147,4.711081082703637,4.694502533459272,4.676649750256147,4.693895183625768,4.676649750256147,expert_0,0,0,0,0.8489221362442957,environment_preferred,0.0,0.0,0.0,,0.2924254834651947,5.5262041470660606e-11,1.0,122,0.0
126,4.871263292100695,31.0970698951656,4.871263292100695,4.900193956163195,4.889065212673611,4.871263292100695,4.886759440104167,4.871263292100695,expert_0,0,0,0,0.8433529812126128,environment_preferred,0.0,0.0,0.0,,0.2869178056716919,5.5262041470660606e-11,1.0,117,0.0
127,6.769731044769287,32.101558685302734,6.769731044769287,6.722146034240723,6.734127044677734,6.769731044769287,6.740797996520996,6.722146034240723,expert_1,0,0,1,0.7905975189510543,environment_preferred,0.04758501052856445,0.007078842126633338,0.04758501052856445,,0.28537169098854065,5.5262041470660606e-11,1.0,128,0.04758501052856445
128,5.582393585689484,33.35513547867063,5.582393585689484,5.583939809647817,5.551892477368551,5.582393585689484,5.572694808717758,5.551892477368551,expert_2,0,0,2,0.8335520933225177,environment_preferred,0.03050110832093278,0.005493821871598905,0.03050110832093278,,0.2896134853363037,5.5262041470660606e-11,1.0,126,0.03050110832093278
129,5.401036416330645,38.24498330393145,5.401036416330645,5.4121610579952115,5.4057927285471274,5.401036416330645,5.406329739478327,5.401036416330645,expert_0,0,0,0,0.8587779115130261,environment_preferred,0.0,0.0,0.0,,0.3002263307571411,5.5262041470660606e-11,1.0,124,0.0
130,6.5701904296875,43.31776751893939,6.5701904296875,6.5670318603515625,6.559825088038589,6.5701904296875,6.564681544448391,6.559825088038589,expert_2,0,0,2,0.8485650239207156,environment_preferred,0.01036534164891112,0.0015801246999423263,0.01036534164891112,,0.3165207505226135,5.5262041470660606e-11,1.0,132,0.01036534164891112
131,7.967461675191097,61.76892704586331,7.992307813905126,7.967461675191097,7.972672057666367,7.967461675191097,7.97747934464928,7.967461675191097,expert_1,1,1,1,0.8710118168431957,environment_preferred,0.0,0.0,0.0,,0.3753002882003784,5.5262041470660606e-11,1.0,139,0.0
132,6.610380997894503,68.27590314716312,6.619654012910018,6.610380997894503,6.61587199758976,6.610380997894503,6.615132216866135,6.610380997894503,expert_1,1,1,1,0.903181346665655,environment_preferred,0.0,0.0,0.0,,0.40242016315460205,5.5262041470660606e-11,1.0,141,0.0
133,9.489068933435389,85.17948954814189,9.49950512035473,9.489068933435389,9.49746291701858,9.489068933435389,9.495128734691724,9.489068933435389,expert_1,1,1,1,0.8885991336203964,environment_preferred,0.0,0.0,0.0,,0.4629361629486084,5.5262041470660606e-11,1.0,148,0.0
134,8.071274848833475,87.43808192422945,8.069643621575343,8.071274848833475,8.065896230201199,8.071274848833475,8.06869548640839,8.065896230201199,expert_2,1,1,2,0.9077530516143891,environment_preferred,0.0053786186322764,0.0006668345933012621,0.0053786186322764,,0.47872427105903625,5.5262041470660606e-11,1.0,146,0.0053786186322764
135,9.996434351781032,101.51371284965035,10.000816932091347,9.996434351781032,9.992167012674825,9.996434351781032,9.99634642701049,9.992167012674825,expert_2,1,1,2,0.9015683031170971,environment_preferred,0.004267339106206691,0.0004270684327827661,0.004267339106206691,,0.5248978734016418,5.5262041470660606e-11,1.0,143,0.004267339106206691
136,8.527683122783689,104.10055823359929,8.530927076407359,8.527683122783689,8.536574343417554,8.527683122783689,8.531617076684396,8.527683122783689,expert_1,1,1,1,0.9180822536643103,environment_preferred,0.0,0.0,0.0,,0.5378739237785339,5.5262041470660606e-11,1.0,141,0.0
137,9.082873956088362,117.00101023706897,9.080030980603448,9.084013840247845,9.082873956088362,9.082873956088362,9.082304855872845,9.080030980603448,expert_0,2,2,0,0.9223935676947971,environment_preferred,0.0028429754849135236,0.00031310195868126684,0.0028429754849135236,,0.5964596271514893,5.5262041470660606e-11,1.0,145,0.0028429754849135236
138,7.68644870057398,118.70761585884354,7.689267113095238,7.691859654017857,7.68644870057398,7.68644870057398,7.688931627338436,7.68644870057398,expert_2,2,2,2,0.9352489000392863,environment_preferred,0.0,0.0,0.0,,0.6039542555809021,5.5262041470660606e-11,1.0,147,0.0
139,8.898719443044355,119.28348034274194,8.90066626764113,8.895289661038307,8.898719443044355,8.898719443044355,8.898221711189516,8.895289661038307,expert_1,2,2,1,0.9254273128560709,environment_preferred,0.0034297820060480433,0.0003855728297495037,0.0034297820060480433,,0.6097596883773804,5.5262041470660606e-11,1.0,155,0.0034297820060480433
140,9.191890489186672,124.40405111754967,9.192696476614238,9.189293867704885,9.191890489186672,9.191890489186672,9.191175852390314,9.189293867704885,expert_1,2,2,1,0.9261334837157199,environment_preferred,0.002596621481787409,0.0002825702952990816,0.002596621481787409,,0.6250580549240112,5.5262041470660606e-11,1.0,151,0.002596621481787409
141,10.119772378500405,129.26650010146105,10.109584263392858,10.106930423092532,10.119772378500405,10.119772378500405,10.11209621677151,10.106930423092532,expert_1,2,2,1,0.9218132275944686,environment_preferred,0.012841955407873584,0.0012706088664202148,0.012841955407873584,,0.6547970175743103,5.5262041470660606e-11,1.0,154,0.012841955407873584
142,9.410636393229167,125.52091145833333,9.413287760416667,9.416792805989584,9.410636393229167,9.410636393229167,9.4134912109375,9.410636393229167,expert_2,2,2,2,0.9250273417879615,environment_preferred,0.0,0.0,0.0,,0.6474765539169312,5.5262041470660606e-11,1.0,150,0.0
143,10.140702607615895,109.33112582781457,10.127356522920115,10.140702607615895,10.14073251888452,10.140702607615895,10.136063935740895,10.127356522920115,expert_0,1,1,0,0.9073698688617762,environment_preferred,0.013346084695779581,0.0013178251072305865,0.013346084695779581,,0.6077643036842346,5.5262041470660606e-11,1.0,151,0.013346084695779581
144,8.825979444715712,102.37666829427083,8.820805867513021,8.825979444715712,8.821606106228298,8.825979444715712,8.82279798719618,8.820805867513021,expert_0,1,1,0,0.9138396861855423,environment_preferred,0.005173577202690183,0.0005865197897330944,0.005173577202690183,,0.5539592504501343,5.5262041470660606e-11,1.0,144,0.005173577202690183
145,7.931879816828547,90.57217324746621,7.919714025548987,7.931879816828547,7.9317824904983105,7.931879816828547,7.927792110958615,7.919714025548987,expert_0,1,1,0,0.9125590814310007,environment_preferred,0.012165791279560523,0.0015361402242951823,0.012165791279560523,,0.5126024484634399,5.5262041470660606e-11,1.0,148,0.012165791279560523
146,8.547396497661564,83.44975021258503,8.536391070099915,8.547396497661564,8.525593245110544,8.547396497661564,8.536459994153912,8.525593245110544,expert_2,1,1,2,0.897835604979141,environment_preferred,0.021803252551020336,0.002557388315883422,0.021803252551020336,,0.4779956638813019,5.5262041470660606e-11,1.0,147,0.021803252551020336
147,9.25381280307112,78.88312230603448,9.239983499461207,9.25381280307112,9.238973262392241,9.25381280307112,9.244064015355603,9.238973262392241,expert_2,1,1,2,0.8828776930691362,environment_preferred,0.014839540678879715,0.0016061893738003223,0.014839540678879715,,0.4723859429359436,5.5262041470660606e-11,1.0,145,0.014839540678879715
148,8.059228020745355,80.2048537795608,8.049652099609375,8.059228020745355,8.068496291701859,8.059228020745355,8.058964909733954,8.049652099609375,expert_0,1,1,0,0.8996363471750294,environment_preferred,0.009575921135979826,0.0011896068323803107,0.009575921135979826,,0.461337149143219,5.5262041470660606e-11,1.0,148,0.009575921135979826
149,8.467086400741186,90.81799003405449,8.467339931390224,8.467086400741186,8.464899307642227,8.467086400741186,8.46622564853766,8.464899307642227,expert_2,1,1,2,0.9067927036871428,environment_preferred,0.0021870930989589255,0.000258372015953502,0.0021870930989589255,,0.5071275234222412,5.5262041470660606e-11,1.0,156,0.0021870930989589255
150,10.417291741622122,106.20307360197368,10.411721480520148,10.417291741622122,10.41593370939556,10.417291741622122,10.414904945775083,10.411721480520148,expert_0,1,1,0,0.9019640286538124,environment_preferred,0.005570261101974339,0.0005349990500990678,0.005570261101974339,,0.5617719888687134,5.5262041470660606e-11,1.0,152,0.005570261101974339
151,9.411005467544367,112.38196855709876,9.406693070023149,9.409097553771218,9.411005467544367,9.411005467544367,9.408914448302468,9.406693070023149,expert_0,2,2,0,0.9162971320862401,environment_preferred,0.004312397521218259,0.00045843927181602476,0.004312397521218259,,0.6091864109039307,5.5262041470660606e-11,1.0,162,0.004312397521218259
152,10.113459365172956,116.32950078616352,10.088705194821149,10.102993563286164,10.113459365172956,10.113459365172956,10.101586299872249,10.088705194821149,expert_0,2,2,0,0.9132747486523975,environment_preferred,0.024754170351807048,0.002453651868479034,0.024754170351807048,,0.6322356462478638,5.5262041470660606e-11,1.0,159,0.024754170351807048
153,14.107019668970352,114.35849859775641,14.087715344551283,14.106529822716347,14.107019668970352,14.107019668970352,14.100420047075321,14.087715344551283,expert_0,2,2,0,0.876810945252934,environment_preferred,0.019304324419069374,0.001370294895015445,0.019304324419069374,,0.6259177327156067,5.5262041470660606e-11,1.0,156,0.019304324419069374
154,9.193968200683594,106.8628662109375,9.189225006103516,9.193968200683594,9.191049194335937,9.193968200683594,9.191413116455077,9.189225006103516,expert_0,1,1,0,0.9140091845565435,environment_preferred,0.00474319458007777,0.0005161691630063823,0.00474319458007777,,0.5891779661178589,5.5262041470660606e-11,1.0,160,0.00474319458007777
155,7.911021706586826,98.53113304640719,7.912501169535928,7.911021706586826,7.903967943020209,7.911021706586826,7.909026185909431,7.903967943020209,expert_2,1,1,2,0.9197820252478218,environment_preferred,0.007053763566617022,0.0008924332205630995,0.007053763566617022,,0.5593364834785461,5.5262041470660606e-11,1.0,167,0.007053763566617022
156,9.100812045010654,98.1371182528409,9.107500943270596,9.100812045010654,9.09476679021662,9.100812045010654,9.10083077170632,9.09476679021662,expert_2,1,1,2,0.9073259236450695,environment_preferred,0.00604525479403506,0.0006646959656555497,0.00604525479403506,,0.5507023334503174,5.5262041470660606e-11,1.0,176,0.00604525479403506
157,7.12641698663885,98.85637872869319,7.124513105912642,7.12641698663885,7.132246537642046,7.12641698663885,7.127462213689631,7.124513105912642,expert_0,1,1,0,0.9279306687384783,environment_preferred,0.0019038807262079516,0.00026722959139873273,0.0019038807262079516,,0.5796660780906677,5.5262041470660606e-11,1.0,176,0.0019038807262079516
158,8.209850554770611,95.53251745345744,8.20750394780585,8.206681271816821,8.209850554770611,8.209850554770611,8.207914311835106,8.206681271816821,expert_1,2,2,1,0.9140954149374841,environment_preferred,0.0031692829537899314,0.0003861832632240518,0.0031692829537899314,,0.5842717885971069,5.5262041470660606e-11,1.0,188,0.0031692829537899314
159,8.84131843813004,97.60139448924731,8.83696525327621,8.83395287298387,8.84131843813004,8.84131843813004,8.837413500714046,8.83395287298387,expert_1,2,2,1,0.909489480972968,environment_preferred,0.007365565146169928,0.0008337790853169946,0.007365565146169928,,0.585142195224762,5.5262041470660606e-11,1.0,186,0.007365565146169928
160,9.089357416680519,95.18061211768617,9.081897492104389,9.08071574758976,9.089357416680519,9.089357416680519,9.083922690533576,9.08071574758976,expert_1,2,2,1,0.9045949007308137,environment_preferred,0.008641669090758697,0.0009516506551867789,0.008641669090758697,,0.5849424600601196,5.5262041470660606e-11,1.0,188,0.008641669090758697
161,8.701928207554769,92.97962306701031,8.703359072970361,8.701928207554769,8.703605101280605,8.701928207554769,8.702882747060245,8.701928207554769,expert_1,1,1,1,0.9064103733644596,environment_preferred,0.0,0.0,0.0,,0.5726073980331421,5.5262041470660606e-11,1.0,194,0.0
162,8.107927958170572,89.52932739257812,8.10929044087728,8.107927958170572,8.117212931315104,8.107927958170572,8.111476262410482,8.107927958170572,expert_1,1,1,1,0.9094383014560353,environment_preferred,0.0,0.0,0.0,,0.5622363090515137,5.5262041470660606e-11,1.0,192,0.0
163,7.195295153166119,86.00893811677632,7.198649516858553,7.195295153166119,7.197240568462171,7.195295153166119,7.1967722039473685,7.195295153166119,expert_1,1,1,1,0.9163424719487073,environment_preferred,0.0,0.0,0.0,,0.5400847792625427,5.5262041470660606e-11,1.0,190,0.0
164,6.952806583788029,80.84325396825396,6.953742456183862,6.952806583788029,6.9537385809358465,6.952806583788029,6.953429852843915,6.952806583788029,expert_1,1,1,1,0.9139964531051867,environment_preferred,0.0,0.0,0.0,,0.5111310482025146,5.5262041470660606e-11,1.0,189,0.0
165,7.096328176128926,75.27066631217278,7.092185454842932,7.096328176128926,7.09589294114038,7.096328176128926,7.09437057734784,7.092185454842932,expert_0,1,1,0,0.9057775651217268,environment_preferred,0.004142721285994355,0.0005841247824625735,0.004142721285994355,,0.4897758364677429,5.5262041470660606e-11,1.0,191,0.004142721285994355
166,6.338932291666667,75.24922417534722,6.344706217447917,6.338932291666667,6.345769585503472,6.338932291666667,6.343075900607639,6.338932291666667,expert_1,1,1,1,0.9157608286180392,environment_preferred,0.0,0.0,0.0,,0.4734930992126465,5.5262041470660606e-11,1.0,180,0.0
167,7.797749492408192,70.04239495056497,7.7959349896274714,7.797749492408192,7.799638478769421,7.797749492408192,7.797739837129237,7.7959349896274714,expert_0,1,1,0,0.888696909991017,environment_preferred,0.001814502780720595,0.00023274986042531133,0.001814502780720595,,0.4572646915912628,5.5262041470660606e-11,1.0,177,0.001814502780720595
168,5.877574831940407,64.1536609738372,5.88015356729197,5.877574831940407,5.8701867391896805,5.877574831940407,5.875728518463845,5.8701867391896805,expert_2,1,1,2,0.9084980241176942,environment_preferred,0.007388092750726827,0.0012585788287455193,0.007388092750726827,,0.4211554527282715,5.5262041470660606e-11,1.0,172,0.007388092750726827
169,5.268221028645834,59.670833333333334,5.263711085464015,5.268221028645834,5.271710020123106,5.268221028645834,5.267612156723485,5.263711085464015,expert_0,1,1,0,0.9117875385440009,environment_preferred,0.004509943181818521,0.0008567991496100423,0.004509943181818521,,0.40142568945884705,5.5262041470660606e-11,1.0,165,0.004509943181818521
170,6.627544754121932,49.0991869967408,6.633854216593175,6.627544754121932,6.630585278470092,6.627544754121932,6.630311181940184,6.627544754121932,expert_1,1,1,1,0.8650172200496543,environment_preferred,0.0,0.0,0.0,,0.3596985638141632,5.5262041470660606e-11,1.0,163,0.0
171,5.5859824732730265,36.51627390008224,5.5859824732730265,5.572775991339433,5.559379176089638,5.5859824732730265,5.572439494885896,5.559379176089638,expert_2,0,0,2,0.8477561212488025,environment_preferred,0.02660329718338872,0.004785300002166964,0.02660329718338872,,0.3183453381061554,5.5262041470660606e-11,1.0,152,0.02660329718338872
172,4.849950702373798,32.01293194110577,4.849950702373798,4.878878079927885,4.8642164963942305,4.849950702373798,4.863258713942308,4.849950702373798,expert_0,0,0,0,0.8485002651023575,environment_preferred,0.0,0.0,0.0,,0.3008698523044586,5.5262041470660606e-11,1.0,130,0.0
173,4.247535513228729,30.614040342699578,4.247535513228729,4.29547683331145,4.255578305540967,4.247535513228729,4.265435739725578,4.247535513228729,expert_0,0,0,0,0.8612553107763307,environment_preferred,0.0,0.0,0.0,,0.28953006863594055,5.5262041470660606e-11,1.0,119,0.0
174,4.2221631501850325,30.070862887198466,4.2221631501850325,4.203363251267818,4.200991981907895,4.2221631501850325,4.2069241707785086,4.200991981907895,expert_2,0,0,2,0.8602969260421087,environment_preferred,0.02117116827713783,0.005039564076369142,0.02117116827713783,,0.28795763850212097,5.5262041470660606e-11,1.0,114,0.02117116827713783
175,5.14304269837939,29.900386589617767,5.14304269837939,5.143433626033058,5.116199840198863,5.14304269837939,5.132993083354855,5.116199840198863,expert_2,0,0,2,0.8288918497804524,environment_preferred,0.026842858180526896,0.005246639892683225,0.026842858180526896,,0.2820967137813568,5.5262041470660606e-11,1.0,121,0.026842858180526896
176,6.701103081137447,30.64662299721928,6.701103081137447,6.6653080309851696,6.663320767677437,6.701103081137447,6.676576776019598,6.663320767677437,expert_2,0,0,2,0.7825756929798747,environment_preferred,0.03778231346000993,0.005670192802856662,0.03778231346000993,,0.2804524302482605,5.5262041470660606e-11,1.0,118,0.03778231346000993
177,5.603887384588068,32.82151100852273,5.603887384588068,5.603172995827415,5.602182099313447,5.603887384588068,5.6030800559303975,5.602182099313447,expert_2,0,0,2,0.8293137053361519,environment_preferred,0.0017052852746211045,0.0003043966162453178,0.0017052852746211045,,0.2831348776817322,5.5262041470660606e-11,1.0,132,0.0017052852746211045
178,7.0214425363848285,36.87435420866935,7.0214425363848285,7.00304191343246,7.005085606728831,7.0214425363848285,7.0098448722593245,7.00304191343246,expert_1,0,0,1,0.8100836729559318,environment_preferred,0.01840062295236855,0.0026275186097450753,0.01840062295236855,,0.2933351397514343,5.5262041470660606e-11,1.0,124,0.01840062295236855
