case	seed	status	run_name	best_epoch	best_val_loss	test_avg_mae	test_mixed_mae	route_head_mode	fpem_env_route_target_mode	fpem_force_uniform_route	fpem_env_rep_ablation	effective_expert_number	prototype_pairwise_cosine	loss_future_mi	loss_swap	detail
add_k3_warmup_risk_sinkhorn_common010	2024	OK	fpem_smoke_warmup_risk_stage_0720_add_k3_warmup_risk_sinkhorn_common010_seed2024	21	59.469688415527344	77.00917625427246	113.04852294921875	hyper_inv_film_proto_input_add	prediction_oracle	0.0	normal	2.1988141536712646	NA	0.0	0.0	attempt=1
