split,cluster,sample_count,sample_ratio,workday_ratio,holiday_ratio,rush_ratio,mean_external_load,mean_historical_flow,std_historical_flow,mean_target_flow,invariant_mae,gmm_routed_mae,uniform_mae,mean_correction_magnitude,mean_gmm_confidence,mean_gmm_entropy,avg_consecutive_cluster_duration
test,0,248,0.4542124542124542,0.5806451612903226,0.4193548387096774,0.25806451612903225,1.1832157373428345,49.51313400268555,121.23868560791016,57.26909255981445,166.4517364501953,9.443034172058105,9.456241607666016,113.8840560913086,0.9974163174629211,0.0058186654932796955,248.0
test,1,181,0.3315018315018315,0.7182320441988951,0.2817679558011049,0.3149171270718232,0.9508287310600281,41.37228775024414,107.58202362060547,38.782527923583984,131.55943298339844,8.048112869262695,8.059672355651855,104.68167114257812,0.9958463311195374,0.012822342105209827,181.0
test,2,117,0.21428571428571427,0.6837606837606838,0.3162393162393162,0.1452991452991453,0.6457265019416809,23.442651748657227,73.26045989990234,12.40546989440918,119.68367004394531,5.119685649871826,5.099640369415283,111.37167358398438,0.9971674084663391,0.0076609221287071705,117.0
