swap_type,num_samples,mean_abs_pred_swap_minus_original,median_abs_pred_swap_minus_original,mae_original,mae_swapped,delta_mae
same_env,4,0.00014881968672852963,0.0001707053161226213,117.197509765625,117.19752502441406,1.52587890625e-05
cross_env,4,0.0,0.0,117.197509765625,117.197509765625,0.0
