comparison,baseline_mae,gmm_hungarian_mae,gain_positive_means_gmm_better,oracle_gap_positive_means_oracle_better
gmm_hard_val_hungarian_vs_best_fixed,7.804054498672485,7.804026126861572,2.8371810913085938e-05,
gmm_hard_val_hungarian_vs_random_uniform_top1,7.804291820526123,7.804026126861572,0.000265693664550426,
gmm_hard_val_hungarian_vs_random_prior_top1,7.8043276309967045,7.804026126861572,0.0003015041351321912,
gmm_hard_val_hungarian_vs_shuffled_gmm_route,7.804312252998352,7.804026126861572,0.00028612613678014043,
gmm_hard_val_hungarian_vs_gmm_hard_identity,7.804408311843872,7.804026126861572,0.0003821849822998047,
gmm_hard_val_hungarian_vs_uniform_all_experts,7.803970813751221,7.804026126861572,-5.53131103515625e-05,
gmm_hard_val_hungarian_vs_oracle_top1,7.798339366912842,7.804026126861572,-0.005686759948730469,0.005686759948730469
