epoch,train_loss,train_mse,train_regret_bce,test_avg_mae,train_learned_routing_mae,train_all_environment_mae,train_net_gain,train_inv_route_ratio,train_inv_switch_precision,train_delta_hat_min,train_delta_hat_mean,train_delta_hat_max,train_delta_hat_std,train_inv_auroc,train_inv_auprc,train_delta_pearson,train_delta_spearman,val_learned_routing_mae,val_all_environment_mae,val_net_gain,val_inv_route_ratio,val_inv_switch_precision,val_delta_hat_min,val_delta_hat_mean,val_delta_hat_max,val_delta_hat_std,val_inv_auroc,val_inv_auprc,val_delta_pearson,val_delta_spearman,test_learned_routing_mae,test_all_environment_mae,test_net_gain,test_inv_route_ratio,test_inv_switch_precision,test_delta_hat_min,test_delta_hat_mean,test_delta_hat_max,test_delta_hat_std,test_inv_auroc,test_inv_auprc,test_delta_pearson,test_delta_spearman
1,0.9205413321654002,0.9205413321654002,0.0,11.303436279296875,9.391813278198242,9.391813278198242,0.0,0.0,0.0,0.049479108303785324,0.210591122508049,0.621633768081665,0.1070902869105339,0.618382354558633,0.28442800608707397,0.336954008442301,0.29566212558237065,12.362518310546875,12.362518310546875,0.0,0.0,0.0,0.06096619367599487,0.19522644579410553,0.5369266271591187,0.09072965383529663,0.5545248868778281,0.40726168178037925,0.11500229916120093,0.1387946360209134,11.257920265197754,11.257920265197754,0.0,0.0,0.0,0.059960123151540756,0.20223647356033325,0.5409216284751892,0.10248119384050369,0.5907540675844806,0.3965926783229807,0.19566051790475456,0.22873734286108702
2,0.8711095469338553,0.8711095469338553,0.0,11.303436279296875,9.391813278198242,9.391813278198242,0.0,0.0,0.0,0.05602934956550598,0.27094119787216187,0.7380221486091614,0.14264361560344696,0.6446846561475058,0.31165961190896946,0.4028216665239749,0.3603682258053061,12.362518310546875,12.362518310546875,0.0,0.0,0.0,0.06521479785442352,0.25694915652275085,0.6850051879882812,0.12412311136722565,0.5293552036199095,0.4035475756969831,0.10844071191131821,0.09234765234765235,11.257920265197754,11.257920265197754,0.0,0.0,0.0,0.06777995824813843,0.26437729597091675,0.6928005218505859,0.13972868025302887,0.5819774718397998,0.3947235323388137,0.17460771185604182,0.21896273895334661
3,0.8508364901656196,0.8508364901656196,0.0,11.303436279296875,9.391813278198242,9.391813278198242,0.0,0.0,0.0,0.04274499788880348,0.25036078691482544,0.725307822227478,0.1347663253545761,0.6406613300953148,0.3117299762009463,0.4309270200152295,0.39520434246651354,12.362518310546875,12.362518310546875,0.0,0.0,0.0,0.05120779946446419,0.23263412714004517,0.6433654427528381,0.11487919092178345,0.48467194570135747,0.3855336574323077,0.05746142122316261,0.04045618614961681,11.257920265197754,11.257920265197754,0.0,0.0,0.0,0.0545654259622097,0.24739186465740204,0.6391668319702148,0.13122698664665222,0.5623435544430538,0.3897606427942086,0.1679634580071745,0.20507658653005242
4,0.8538708854289282,0.8538708854289282,0.0,11.303436279296875,9.391813278198242,9.391813278198242,0.0,0.0,0.0,0.06634664535522461,0.30343082547187805,0.8160427212715149,0.16176418960094452,0.6477510949210183,0.3122345273692358,0.42342757309191836,0.4069453361737278,12.362518310546875,12.362518310546875,0.0,0.0,0.0,0.058140289038419724,0.28941962122917175,0.7467063069343567,0.14064256846904755,0.5017533936651584,0.4278688601513496,0.08393252772111963,0.07072897905014693,11.257920265197754,11.257920265197754,0.0,0.0,0.0,0.05985550209879875,0.3016125559806824,0.8254315853118896,0.15826357901096344,0.5862015018773467,0.4274870370749567,0.19512805465078112,0.2428407578534207
5,0.8468302610374633,0.8468302610374633,0.0,11.303436279296875,9.391813278198242,9.391813278198242,0.0,0.0,0.0,0.06244082376360893,0.25715774297714233,0.6940560340881348,0.11865821480751038,0.658613415339673,0.3325795534838743,0.4389130487553939,0.41259544171149354,12.362518310546875,12.362518310546875,0.0,0.0,0.0,0.06090615689754486,0.24619264900684357,0.6028211712837219,0.10083858668804169,0.5192307692307693,0.4209589504068148,0.11644676805526556,0.09951070826983237,11.257920265197754,11.257920265197754,0.0,0.0,0.0,0.06540287286043167,0.2544686794281006,0.6004828214645386,0.11345222592353821,0.5914893617021276,0.42868929295509556,0.21909198479055003,0.25368434963054487
6,0.857085318792434,0.857085318792434,0.0,11.303436279296875,9.391813278198242,9.391813278198242,0.0,0.0,0.0,0.01949280872941017,0.24374134838581085,0.699652373790741,0.12333361059427261,0.647594913319211,0.32685405870830725,0.4482662934865697,0.4149454666605108,12.362518310546875,12.362518310546875,0.0,0.0,0.0,0.04071488976478577,0.2314332127571106,0.618651807308197,0.10381995886564255,0.4781108597285068,0.38923246771262004,0.05066315184642976,0.032330005760662694,11.257920265197754,11.257920265197754,0.0,0.0,0.0,0.037140972912311554,0.24252980947494507,0.6108488440513611,0.1174386516213417,0.5630632040050063,0.39732533441975826,0.17995173642526582,0.21206592411328834
7,0.8391587521348681,0.8391587521348681,0.0,11.303436279296875,9.391813278198242,9.391813278198242,0.0,0.0,0.0,0.02435309812426567,0.2778385281562805,0.7974816560745239,0.14965739846229553,0.63951086562003,0.3214278176093591,0.4378834799210746,0.41286552859972175,12.362518310546875,12.362518310546875,0.0,0.0,0.0,0.05053422972559929,0.26830121874809265,0.6935387849807739,0.12731754779815674,0.47737556561085975,0.4037206649765172,0.0654293860706273,0.03912087912087912,11.257920265197754,11.257920265197754,0.0,0.0,0.0,0.041658904403448105,0.2795991003513336,0.704796552658081,0.14299100637435913,0.5704630788485607,0.39790534315652587,0.20361072207212993,0.2221907137023786
8,0.8450026522080104,0.8450026522080104,0.0,11.303168773651123,9.390827178955078,9.391813278198242,0.0009860992431640625,0.0059523810632526875,0.800000011920929,-0.03012293577194214,0.23190724849700928,0.7574765086174011,0.1397862583398819,0.6487101819405674,0.33031350063155035,0.45189368992240586,0.42232928752179677,12.362518310546875,12.362518310546875,0.0,0.0,0.0,0.0011225101770833135,0.22261109948158264,0.6805732250213623,0.11739404499530792,0.4717760180995475,0.40088381939733436,0.0573150194313216,0.03225066903899021,11.257776260375977,11.257920265197754,0.00014400482177734375,0.009157509543001652,0.6000000238418579,-0.01174719724804163,0.23160608112812042,0.672614574432373,0.13295499980449677,0.5626877346683354,0.39150772747732543,0.17621405674462812,0.22031128558139942
9,0.8292342035543351,0.8292342035543351,0.0,11.303436279296875,9.391993522644043,9.391813278198242,-0.00018024444580078125,0.0005952381179668009,0.0,-0.006006037350744009,0.32287585735321045,0.8654153943061829,0.15047866106033325,0.6576455293566418,0.33856547826556754,0.4539383958050663,0.4235934073349835,12.362518310546875,12.362518310546875,0.0,0.0,0.0,0.038636140525341034,0.3157653510570526,0.7910862565040588,0.13237982988357544,0.48846153846153845,0.4196375835070706,0.06151341556324794,0.0631114870530929,11.257920265197754,11.257920265197754,0.0,0.0,0.0,0.019294099882245064,0.32406896352767944,0.788520872592926,0.14452852308750153,0.5837765957446809,0.4212816814408708,0.22680322605783135,0.2540912285306227
10,0.820828564394088,0.820828564394088,0.0,11.303719997406006,9.39051342010498,9.391813278198242,0.0012998580932617188,0.011904762126505375,0.6499999761581421,-0.08551160246133804,0.2674935758113861,0.836728036403656,0.17393910884857178,0.661723848930596,0.33624214006693054,0.4591224510535543,0.427072222945652,12.364544868469238,12.362518310546875,-0.0020265579223632812,0.007299270015209913,0.5,-0.04007794335484505,0.25047561526298523,0.7529945969581604,0.14943549036979675,0.5080316742081448,0.4375321980628183,0.09630217818647133,0.08508192537389618,11.258249282836914,11.257920265197754,-0.00032901763916015625,0.014652014710009098,0.5,-0.06352447718381882,0.26250961422920227,0.7561618089675903,0.1699051707983017,0.5898623279098874,0.421139246297914,0.20705682152394717,0.26150064148487573
