case	seed	status	run_name	best_epoch	best_val_loss	test_avg_mae	test_mixed_mae	route_head_mode	fpem_env_route_target_mode	fpem_force_uniform_route	fpem_env_rep_ablation	effective_expert_number	prototype_pairwise_cosine	loss_future_mi	loss_swap	fpem_conservative_inv_override	fpem_override_threshold	fpem_override_margin	conservative_selective_hard_routing_mae	conservative_all_environment_mae	conservative_all_invariant_mae	conservative_oracle_mae	conservative_net_routing_gain	conservative_invariant_switch_coverage	fpem_counterfactual_risk_router	counterfactual_risk_routed_mae	counterfactual_risk_all_environment_mae	counterfactual_risk_all_invariant_mae	counterfactual_risk_oracle_mae	counterfactual_risk_net_gain	counterfactual_risk_regret	counterfactual_risk_inv_route_ratio	counterfactual_risk_stage2_active	counterfactual_risk_all_samples_used_for_router	counterfactual_risk_training_uses_route	counterfactual_risk_deploy_route_active	detail
obs_k1_counterfactual_risk_router	2024	OK	fpem_agcrn_aligned_pretrained_inv_counterfactual_risk_router_testbest_diagnostic_0802_obs_k1_counterfactual_risk_router_seed2024	18	10.602606773376465	10.602606773376465	10.571065902709961	hyper_inv_film_proto_input_add	env_prototype	0.0	normal	1.0	0.0	0.0	0.0	False	0.5	0.0	NA	NA	NA	NA	NA	NA	True	9.450650569370815	9.450650569370815	9.66223749433245	9.397669796716599	0.0	0.0529807726542155	0.0	0.0	1.0	0.0	0.0	attempt=1
