sample_index,valid_count_masked,mae_masked_full,mae_unmasked_full,mae_masked_inv_disentangle,mae_unmasked_inv_disentangle,mae_masked_inv_no_env,mae_unmasked_inv_no_env,gain_full_vs_inv_disentangle,gain_full_vs_inv_no_env,gain_inv_disentangle_vs_inv_no_env,best_model_masked,best_margin_masked
141,143,20.957785466334204,67.10151898384095,22.80840325522256,65.6133581829071,19.094617603542087,23.468133754730225,1.850617788888357,-1.8631678627921175,-3.7137856516804746,inv_no_env,1.8631678627921175
142,141,14.623821759054847,63.35552701473236,15.741389362524588,63.055618362426756,13.203054766282968,21.376424040794372,1.117567603469741,-1.4207669927718793,-2.5383345962416204,inv_no_env,1.4207669927718793
143,143,14.947892235709237,62.01237542152405,15.316648296542935,62.92101108551025,22.39932184286051,24.736188340187073,0.3687560608336984,7.4514296071512724,7.082673546317574,full,0.3687560608336984
144,137,14.187917027160198,60.950397057533266,21.89376799033506,65.00023364067077,27.024725879195834,26.009019470214845,7.705850963174862,12.836808852035636,5.130957888860774,full,7.705850963174862
145,137,15.78954544902718,61.813112978935244,21.503412358082123,64.93574767112732,26.309419757258283,25.763609342575073,5.713866909054943,10.519874308231103,4.80600739917616,full,5.713866909054943
146,137,13.953522118338704,61.65808572769165,19.569059636471046,64.42257142066956,24.51848752655252,25.15291174888611,5.615537518132342,10.564965408213816,4.949427890081473,full,5.615537518132342
147,140,13.772438526153564,62.453792433738705,18.183571447644916,64.24636897087098,22.886469377790178,24.78652678489685,4.411132921491351,9.114030851636613,4.702897930145262,full,4.411132921491351
148,142,12.844995350904867,64.39565021038055,14.918207773020569,63.43487396717072,18.044979055162887,23.1404464673996,2.0732124221157022,5.19998370425802,3.126771282142318,full,2.0732124221157022
149,148,11.990870565981478,65.84305245399474,12.305819769163389,62.5647611284256,12.699548399126208,21.306777782440186,0.3149492031819108,0.7086778331447299,0.3937286299628191,full,0.3149492031819108
150,147,15.899511012901254,68.46625063419341,13.801574823807696,62.8828723859787,13.5587164820457,21.568495712280274,-2.0979361890935575,-2.340794530855554,-0.2428583417619965,inv_no_env,0.2428583417619965
151,155,13.399491316272366,68.47010164737702,11.898988403812531,62.06373915195465,13.939287444083922,21.91427954673767,-1.5005029124598348,0.539796127811556,2.0402990402713908,inv_disentangle,1.5005029124598348
152,154,16.727181694724344,68.9526560640335,16.69998855095405,63.85286418914795,16.75263550993684,23.035029911994933,-0.027193143770293915,0.025453815212497233,0.05264695898279115,inv_disentangle,0.027193143770293915
153,148,23.512705906017406,68.71772692203521,22.461967519811683,65.70728655338287,22.997714931900436,25.178375430107117,-1.0507383862057225,-0.5149909741169694,0.5357474120887531,inv_disentangle,0.5357474120887531
154,154,13.117208778084098,61.99794247150421,16.856206002173487,63.790130200386045,15.475725904687659,22.5915274477005,3.7389972240893883,2.3585171266035605,-1.3804800974858278,full,2.3585171266035605
155,161,12.367536023536823,60.430192146301266,11.682967180050678,61.891507248878476,12.097940456793175,21.393112049102783,-0.6845688434861454,-0.26959556674364826,0.4149732767424972,inv_disentangle,0.4149732767424972
156,170,12.481514639012953,60.44221888542175,13.395292405521168,62.81911584854126,13.215036212696749,22.00440196990967,0.9137777665082147,0.7335215736837952,-0.18025619282441951,full,0.7335215736837952
157,171,10.798125752231531,60.088964323997494,11.86065653750771,62.204296679496764,12.140532343011154,21.599821248054504,1.062530785276179,1.342406590779623,0.27987580550344404,full,1.062530785276179
158,178,12.16570496291257,61.69484506130218,14.651135723242598,63.50902607917786,15.590871907352062,23.30592927455902,2.4854307603300274,3.425166944439491,0.9397361841094636,full,2.4854307603300274
159,173,12.633377758753783,61.98429823875427,15.539260963484042,63.57057510852814,15.688772444091091,23.14167503833771,2.9058832047302587,3.0553946853373084,0.14951148060704966,full,2.9058832047302587
160,183,14.12519239206783,64.1064354801178,17.057012297416644,64.75138203144074,17.701898178767635,24.44422170639038,2.9318199053488136,3.5767057866998044,0.6448858813509908,full,2.9318199053488136
161,183,14.260021188871457,64.23993702888488,18.26551135120496,65.50531983852386,17.92611543207221,24.436412415504456,4.005490162333503,3.6660942432007513,-0.3393959191327518,full,3.6660942432007513
162,186,14.913392538665443,63.963005495071414,16.737183642643753,65.23814601421356,18.615614357814994,24.959445757865907,1.8237911039783103,3.7022218191495515,1.8784307151712412,full,1.8237911039783103
163,180,13.292209879557292,63.33802566051483,14.09291647805108,64.1134808731079,17.017828549279105,24.06494532585144,0.8007065984937878,3.725618669721813,2.924912071228025,full,0.8007065984937878
164,181,11.58790702187554,63.22977140426636,13.810529930156898,64.40696990966796,17.340882201221106,24.311970868110656,2.222622908281359,5.752975179345567,3.530352271064208,full,2.222622908281359
165,181,11.693281005100651,64.19953072071075,12.508215192931791,64.01486660957336,14.727793266760052,23.112714452743532,0.81493418783114,3.034512261659401,2.219578073828261,full,0.81493418783114
166,171,11.147076121547766,65.19099664211274,11.040338348924069,63.54416069507599,12.040440353036624,21.737486333847045,-0.10673777262369732,0.8933642314888584,1.0001020041125557,inv_disentangle,0.10673777262369732
167,167,11.257458521220498,66.55579003334046,10.164181303835202,63.38702214717865,10.114263146223422,20.81949324131012,-1.093277217385296,-1.1431953749970756,-0.049918157611779534,inv_no_env,0.049918157611779534
168,165,9.61256683811997,67.48877263069153,9.362763202551639,63.383275685310366,9.122607444994378,20.428730764389037,-0.2498036355683304,-0.48995939312559145,-0.24015575755726104,inv_no_env,0.24015575755726104
169,157,9.878400887653326,68.6730529499054,12.895773517098396,64.94220774650574,9.063211003686213,20.24407555103302,3.0173726294450702,-0.815189883967113,-3.8325625134121832,inv_no_env,0.815189883967113
170,152,10.30475179772628,70.42589603424072,16.096023321151733,66.39418141365051,13.511981299048976,21.91079288482666,5.791271523425454,3.207229501322697,-2.584042022102757,full,3.207229501322697
171,142,7.313087342490612,70.95811787128449,6.6694651858907354,62.97298154354095,7.128105821743818,19.45707576274872,-0.6436221565998768,-0.18498152074679464,0.4586406358530821,inv_disentangle,0.4586406358530821
172,122,7.33163785152748,72.71252340316772,7.127037845674108,63.31428779602051,7.016930595773165,19.38754020690918,-0.20460000585337212,-0.3147072557543149,-0.11010724990094278,inv_no_env,0.11010724990094278
173,104,6.020075211158166,73.75336378097535,6.212598158763005,63.004135322570804,6.521381524892954,19.135638761520386,0.19252294760483935,0.501306313734788,0.3087833661299486,full,0.19252294760483935
174,99,5.577994818639273,77.0606301689148,7.188236448499891,63.413971314430235,6.036509369358872,18.93368402957916,1.6102416298606181,0.4585145507195989,-1.1517270791410192,full,0.4585145507195989
175,106,6.709523614847435,81.28002939224243,9.23182075428513,64.30813150405884,7.889956294365649,19.339013786315917,2.5222971394376943,1.1804326795182138,-1.3418644599194804,full,1.1804326795182138
176,112,8.420643057141985,85.77114758491516,8.687144773347038,64.67488540172577,7.490137185369219,19.340171070098876,0.2665017162050525,-0.9305058717727661,-1.1970075879778186,inv_no_env,0.9305058717727661
177,120,9.29708997408549,88.29737899780274,9.106587600708007,65.17304652214051,8.538765668869019,19.681667461395264,-0.19050237337748221,-0.7583243052164708,-0.5678219318389885,inv_no_env,0.5678219318389885
178,120,11.652674420674641,89.48710491657258,8.691105270385743,65.44309184074402,9.850412734349568,20.106278796195983,-2.9615691502888986,-1.8022616863250729,1.1593074639638257,inv_disentangle,1.1593074639638257
179,130,15.002257992671087,87.97270991325378,11.060793377802922,66.21104465007782,13.113345982478215,21.152482089996337,-3.941464614868165,-1.8889120101928718,2.0525526046752933,inv_disentangle,2.0525526046752933
180,131,13.296330910602599,84.86694703102111,10.786430329766892,65.76500783443451,11.397564473042962,20.56597509384155,-2.5099005808357067,-1.8987664375596367,0.61113414327607,inv_disentangle,0.61113414327607
181,137,11.155852784205527,82.01672448158264,11.970396710138251,65.6628040599823,12.055557807866673,20.921748414039612,0.8145439259327247,0.8997050236611468,0.08516109772842206,full,0.8145439259327247
182,139,11.390197781350116,79.63210072994232,13.326439191969179,65.46418159008026,12.324962917849314,21.01580087184906,1.936241410619063,0.9347651364991982,-1.0014762741198648,full,0.9347651364991982
183,138,11.021354689114336,77.98869707107544,12.520098824431932,64.53956019401551,12.080713064774223,20.870275135040284,1.4987441353175956,1.0593583756598868,-0.4393857596577089,full,1.0593583756598868
184,142,12.081843026926819,74.37827449321748,13.179340819237938,64.32685087680817,15.219491488497022,22.15200201034546,1.0974977923111187,3.137648461570203,2.0401506692590843,full,1.0974977923111187
185,147,10.373911721365792,70.9047383594513,12.04294255315041,63.48303056716919,11.493525265025443,20.884751315116883,1.6690308317846192,1.1196135436596517,-0.5494172881249675,full,1.1196135436596517
186,142,12.5833107451318,69.68076342105866,13.330150093830808,63.434953236579894,14.211077246867434,21.78842972755432,0.746839348699007,1.6277665017356338,0.8809271530366267,full,0.746839348699007
187,142,14.353586572996328,68.90696729183198,13.507749154534139,63.06443569660187,17.09119364241479,22.79713170051575,-0.8458374184621889,2.7376070694184627,3.5834444878806515,inv_disentangle,0.8458374184621889
188,137,11.724146989140197,66.09573687553406,13.625217340288371,62.879890418052675,14.581720310406093,21.8376438331604,1.9010703511481744,2.857573321265896,0.9565029701177217,full,1.9010703511481744
189,141,12.687750850163454,65.02587707042694,13.237187500541092,62.628487658500674,16.249745348666575,22.489022336006165,0.549436650377638,3.5619944985031218,3.0125578481254838,full,0.549436650377638
190,140,13.683639253888812,63.70714985847473,14.173295961107527,62.868080625534056,14.563794817243304,21.85978600025177,0.4896567072187157,0.8801555633544922,0.3904988561357765,full,0.4896567072187157
191,140,14.467969935280935,64.08398876667023,16.19121358054025,63.451156668663025,16.29911376408168,22.45830461025238,1.7232436452593145,1.8311438288007462,0.10790018354143172,full,1.7232436452593145
192,140,12.651515987941197,63.13510741233826,14.508937304360526,63.063528122901914,17.327573422023228,22.825056853294374,1.8574213164193285,4.676057434082031,2.8186361176627024,full,1.8574213164193285
193,132,13.958268078890713,62.949426918029786,13.172769474260734,62.511088032722476,13.894954406853879,21.331709480285646,-0.7854986046299786,-0.06331367203683413,0.7221849325931444,inv_disentangle,0.7221849325931444
194,136,10.87091997090508,62.82289524555206,11.041894169414745,62.04214349269867,13.05180542609271,21.198726444244386,0.1709741985096649,2.1808854551876298,2.009911256677965,full,0.1709741985096649
195,137,10.888554649631473,64.45829092025757,9.955911413596494,61.79809945583344,10.348721093504968,20.26572172164917,-0.9326432360349788,-0.5398335561265046,0.39280967990847415,inv_disentangle,0.39280967990847415
196,144,12.189412302441067,65.64986888408662,11.79361989763048,62.496126880645754,12.503102130360073,21.074831161499024,-0.395792404810587,0.31368982791900635,0.7094822327295933,inv_disentangle,0.395792404810587
197,142,12.498602934286628,66.26435740470886,12.046193391504422,62.43686667919159,13.098546672874773,21.245972933769227,-0.45240954278220613,0.599943738588145,1.0523532813703511,inv_disentangle,0.45240954278220613
198,150,11.683750750223796,66.70648366451263,10.772092615763347,62.08502449512482,11.809360745747885,20.9764803647995,-0.9116581344604491,0.1256099955240888,1.0372681299845379,inv_disentangle,0.9116581344604491
199,150,14.368345540364583,67.34608315944672,11.100309562683105,62.0421285200119,15.668163159688314,22.437341260910035,-3.2680359776814782,1.299817619323731,4.567853597005209,inv_disentangle,3.2680359776814782
200,159,13.016971840048736,66.17395383834838,13.359369289950005,62.99439518928528,17.885948121172827,23.575241208076477,0.3423974499012683,4.868976281124091,4.526578831222823,full,0.3423974499012683
201,154,9.555926050458636,62.43821807384491,11.326073572233126,62.250675230026246,14.807269789955832,22.263807106018067,1.77014752177449,5.251343739497196,3.4811962177227063,full,1.77014752177449
202,153,10.006051655688317,61.50688566207886,10.840445611991134,62.23582505702972,10.287128847408917,20.539809527397157,0.8343939563028169,0.2810771917206001,-0.5533167645822168,full,0.2810771917206001
203,147,10.18592933083878,61.19683922767639,13.156509412389223,63.158750605583194,12.519594426057777,21.290677862167357,2.970580081550443,2.333665095218997,-0.6369149863314458,full,2.333665095218997
204,142,10.4050628097964,61.76395739555359,13.82075770472137,63.47219384193421,15.274033774792308,22.09214409828186,3.41569489492497,4.868970964995908,1.4532760700709382,full,3.41569489492497
205,148,8.686757242357409,62.41528302192688,10.736287271654284,62.540218868255614,12.672582201055578,21.319153699874878,2.049530029296875,3.985824958698169,1.9362949294012939,full,2.049530029296875
206,145,17.24836583630792,66.92735444068909,13.588287603444067,63.69885941505432,12.94075198995656,21.258621797561645,-3.6600782328638513,-4.307613846351359,-0.6475356134875074,inv_no_env,0.6475356134875074
207,151,16.69569873178242,68.84465700149536,11.527390221096821,63.264275937080384,11.969672348325616,21.109420952796935,-5.1683085106856,-4.726026383456805,0.4422821272287951,inv_disentangle,0.4422821272287951
208,159,7.941464346159929,67.12692012786866,8.749288450996831,62.617904210090636,9.532398559762248,20.329135942459107,0.8078241048369019,1.5909342136023188,0.7831101087654169,full,0.8078241048369019
209,156,7.496434346223489,68.44105389595032,6.7720561149792795,62.20963030815125,6.913580980056372,19.294936852455137,-0.7243782312442093,-0.5828533661671171,0.14152486507709217,inv_disentangle,0.14152486507709217
210,174,32.27772903442383,80.76181544780731,28.55952490883312,71.84080260753632,28.737940590957116,28.808422260284424,-3.7182041255907095,-3.539788443466712,0.1784156821239975,inv_disentangle,0.1784156821239975
211,167,18.32926201963139,76.74349279403687,22.072052036216874,68.92239220142365,21.58056596082128,25.458510603904724,3.7427900165854844,3.2513039411898887,-0.49148607539559563,full,3.2513039411898887
212,138,10.409375398055367,75.26536419391633,8.84011369511701,63.448378891944884,9.080338616302049,20.034217057228087,-1.5692617029383573,-1.3290367817533184,0.2402249211850389,inv_disentangle,0.2402249211850389
213,110,11.914125719937411,76.3725684261322,13.824311984669079,65.03688329219818,13.191231866316361,21.06932141780853,1.9101862647316672,1.2771061463789497,-0.6330801183527175,full,1.2771061463789497
214,104,6.694671777578501,77.18421652317048,11.70534898684575,64.63948987007142,12.217452269334059,20.64912121772766,5.01067720926725,5.522780491755558,0.512103282488308,full,5.01067720926725
215,91,7.706291387369345,81.70281988143921,10.557771326421381,64.71435670852661,14.08142955486591,21.054131984710693,2.8514799390520364,6.375138167496565,3.5236582284445284,full,2.8514799390520364
216,77,11.443128263795531,87.66064587593078,12.851729578786083,65.63452239990234,16.756250852114196,21.429289016723633,1.4086013149905519,5.313122588318665,3.904521273328113,full,1.4086013149905519
217,76,7.006782255674663,90.48364720344543,9.251305504849082,65.72911273956299,9.55878960458856,20.18258430957794,2.244523249174419,2.5520073489138966,0.30748409973947766,full,2.244523249174419
218,74,5.30889655448295,91.70943222045898,7.551307291597934,65.66882634162903,7.6711533005173145,19.484328746795654,2.2424107371149837,2.3622567460343644,0.11984600891938069,full,2.2424107371149837
219,84,4.269593670254662,94.21576130390167,6.341748124077206,66.54121955394744,6.554616564796085,19.227186436653138,2.0721544538225443,2.285022894541423,0.21286844071887856,full,2.0721544538225443
220,88,4.861883575266058,98.27639776706695,5.806368416005915,67.45367159843445,5.500378413633867,18.745010232925416,0.9444848407398574,0.6384948383678095,-0.3059900023720479,full,0.6384948383678095
221,101,16.876866746656965,104.04492043972016,12.455365171526918,70.29006182670594,11.073709997800318,20.119480929374696,-4.421501575130048,-5.803156748856647,-1.3816551737265996,inv_no_env,1.3816551737265996
222,112,10.968246698379517,105.4387515258789,11.999256593840462,71.48526325702667,11.015918408121381,20.391720690727233,1.0310098954609455,0.04767170974186463,-0.9833381857190808,full,0.04767170974186463
223,130,13.154772347670335,105.09758389472961,13.121333092909593,71.7879419708252,13.544790326631986,21.522350592613222,-0.03343925476074183,0.3900179789616516,0.4234572337223934,inv_disentangle,0.03343925476074183
224,133,13.717445043692912,98.85410647869111,12.81820261388793,69.89777577877045,12.095708388134948,21.231822080612183,-0.8992424298049819,-1.6217366555579638,-0.7224942257529818,inv_no_env,0.7224942257529818
225,136,14.636550903320312,90.83581516265869,15.459328903871423,67.65340619564057,17.050809705958645,22.806151084899902,0.8227780005511107,2.414258802638333,1.5914808020872222,full,0.8227780005511107
226,138,16.699415345122848,82.97926484107971,18.869185212729633,66.7936905860901,17.210619166277457,22.879044632911683,2.169769867606785,0.5112038211546093,-1.6585660464521759,full,0.5112038211546093
227,131,21.14261886363721,76.94572709560394,21.542048068446967,66.08418264389039,22.35931735730353,24.33665054798126,0.3994292048097563,1.2166984936663212,0.8172692888565649,full,0.3994292048097563
228,125,22.248434143066405,71.54251955509186,21.988796432495118,65.55260905265808,24.101425811767577,24.61963050365448,-0.2596377105712868,1.852991668701172,2.112629379272459,inv_disentangle,0.2596377105712868
229,120,17.723960081736248,65.180643658638,22.079879077275596,65.1806140756607,23.905876302719115,24.221310153007508,4.355918995539348,6.181916220982867,1.825997225443519,full,4.355918995539348
230,119,12.461919912771016,60.615326867103576,14.05225736153226,62.81157771587372,17.851321020046203,22.419174160957336,1.5903374487612432,5.389401107275187,3.799063658513944,full,1.5903374487612432
231,121,11.738991256587761,59.21219877243042,11.40986220304631,61.96717589855194,12.12764762058731,20.76154719352722,-0.3291290535414504,0.38865636399954795,0.7177854175409983,inv_disentangle,0.3291290535414504
232,123,12.771985635524842,59.279935178756716,10.460666765042436,61.531843571662904,12.161469141642252,20.844550738334657,-2.311318870482406,-0.6105164938825904,1.7008023765998157,inv_disentangle,1.7008023765998157
233,120,14.446051947275798,60.12364896774292,13.343127902348836,62.233040437698364,10.88350084622701,20.343296456336976,-1.1029240449269615,-3.562551101048788,-2.4596270561218265,inv_no_env,2.4596270561218265
234,129,12.524687656136447,60.43311913967133,10.64774099246476,61.735662293434146,9.743755281433579,20.055715022087096,-1.8769466636716867,-2.780932374702868,-0.9039857110311811,inv_no_env,0.9039857110311811
235,127,9.81897223465086,60.225118207931516,11.04647214393916,62.002848238945006,11.023291925745687,20.48851133823395,1.2274999092883014,1.2043196910948275,-0.023180218193473934,full,1.2043196910948275
236,124,10.366898398245535,61.69012801170349,10.846933903232697,61.972126741409305,13.647589698914558,21.230526027679442,0.4800355049871623,3.280691300669023,2.8006557956818607,full,0.4800355049871623
237,122,14.88084095814189,64.83650166511535,14.624610963414927,63.120095319747925,14.255942266495502,21.313048491477968,-0.2562299947269633,-0.6248986916463881,-0.36866869691942483,inv_no_env,0.36866869691942483
238,125,11.211834808349609,64.99180777549743,12.896435424804688,62.69574278354645,11.865017135620118,20.548417310714722,1.6846006164550786,0.6531823272705086,-1.03141828918457,full,0.6531823272705086
239,127,16.06420676163801,66.26065976619721,14.435620585764488,63.22220102787018,13.6822459153303,21.1569376373291,-1.628586175873524,-2.3819608463077113,-0.7533746704341873,inv_no_env,0.7533746704341873
240,129,19.10208951964859,67.56836953163148,19.314306392226108,64.9413132762909,17.262528840885604,22.362523221969603,0.21221687257751753,-1.839560678762986,-2.0517775513405034,inv_no_env,1.839560678762986
241,130,15.740143027672401,66.4584407901764,20.23121888087346,65.24751447200775,18.00592321249155,22.666454157829286,4.491075853201059,2.265780184819148,-2.2252956683819107,full,2.265780184819148
242,138,13.614990745765576,65.51910349845886,18.32288285960322,65.02791646003723,13.481880091238713,21.408149971961976,4.707892113837643,-0.13311065452686321,-4.841002768364506,inv_no_env,0.13311065452686321
243,131,14.374694314621786,65.53570788383485,15.354150451776636,63.81554685592651,11.701595393755964,20.695523648262025,0.97945613715485,-2.6730989208658222,-3.6525550580206723,inv_no_env,2.6730989208658222
244,134,17.997463098212855,68.93307026863098,18.228355606990075,64.67109090805053,13.903308227880677,21.427611589431763,0.23089250877722023,-4.0941548703321775,-4.325047379109398,inv_no_env,4.0941548703321775
245,143,16.81527379176,72.02102563381194,17.893732724489865,64.51834718704224,17.225793318314985,22.77165791988373,1.0784589327298661,0.41051952655498525,-0.6679394061748809,full,0.41051952655498525
246,159,15.665859402350659,73.28315867900848,16.657978717636013,64.24170946121215,16.524986483016104,23.045901651382447,0.992119315285354,0.859127080665445,-0.13299223461990906,full,0.859127080665445
247,168,16.003790128798713,71.63961387634278,17.29704315321786,64.38946437358857,17.702019294102985,23.81236627101898,1.2932530244191476,1.698229165304273,0.40497614088512535,full,1.2932530244191476
248,165,17.002388428196763,68.30238182544709,19.779804495609167,64.5353328704834,18.238798291755444,23.877468047142028,2.7774160674124033,1.2364098635586807,-1.5410062038537227,full,1.2364098635586807
249,162,15.23792658911811,64.74952030181885,16.46385321205045,63.66028362751007,14.408101081848145,22.31803997516632,1.225926622932338,-0.8298255072699661,-2.055752130202304,inv_no_env,0.8298255072699661
250,163,13.799249590540224,62.507103757858275,14.85464032881099,62.95988919258118,13.691601817593252,22.025669651031492,1.0553907382707663,-0.10764777294697225,-1.1630385112177386,inv_no_env,0.10764777294697225
251,171,13.205977222375703,60.95389983177185,12.734021727801764,62.2720853471756,13.606036537571958,22.242131390571593,-0.4719554945739386,0.4000593151962555,0.8720148097701941,inv_disentangle,0.4719554945739386
252,167,11.068082466810763,59.36793689250946,13.458452521683927,62.571454310417174,13.560419653704066,22.152422270774842,2.3903700548731646,2.4923371868933035,0.10196713202013896,full,2.3903700548731646
253,162,11.675877041286892,59.69716214179993,11.885454142535174,61.88203996658325,13.517980069289973,22.112152557373047,0.2095771012482821,1.8421030280030806,1.6325259267547985,full,0.2095771012482821
254,163,12.055065915628445,60.15451249599457,13.358900304220937,62.62705039978027,13.317556053582877,21.968801383972167,1.3038343885924917,1.2624901379544315,-0.04134425063806013,full,1.2624901379544315
255,166,9.365991236215615,59.45872630119324,10.763885337186148,62.07817447662354,11.236258977867035,21.13632541656494,1.3978941009705323,1.8702677416514195,0.47237364068088716,full,1.3978941009705323
256,161,11.94230256169479,60.978546953201295,12.9254075518306,63.22361841201782,12.865636280604772,21.61284668445587,0.9831049901358107,0.9233337189099817,-0.059771271225828926,full,0.9233337189099817
257,157,9.387770646696637,61.17471014022827,9.953948172794027,62.47831599235535,9.177090104218502,20.10939763069153,0.5661775260973894,-0.21068054247813528,-0.7768580685755246,inv_no_env,0.21068054247813528
258,160,7.0716896772384645,62.556149559020994,8.538747549057007,62.44906373977661,7.9332710862159725,19.661934623718263,1.4670578718185423,0.861581408977508,-0.6054764628410343,full,0.861581408977508
259,149,5.8476679629127455,65.16270698547363,6.258811259429727,62.024582715034484,5.552649261167385,18.766485662460326,0.41114329651698167,-0.29501870174536027,-0.7061619982623419,inv_no_env,0.29501870174536027
260,133,6.138304631512864,68.93220106124878,8.157857493350381,63.0011890745163,6.68616577377893,19.12229155063629,2.019552861837517,0.5478611422660657,-1.4716917195714512,full,0.5478611422660657
261,117,5.792778422689845,73.08594081878663,7.216754831819453,63.18989619255066,6.1686339908176,19.02103153705597,1.423976409129608,0.3758555681277551,-1.048120841001853,full,0.3758555681277551
262,109,4.7759676242093425,77.43702306747437,5.8035353564341134,63.354291143417356,5.363426138501649,18.842306213378905,1.027567732224771,0.5874585142923063,-0.4401092179324646,full,0.5874585142923063
263,99,5.669458909468218,82.93173491001129,5.874686115919942,63.95645659446716,5.773676419498945,18.985537180900575,0.205227206451724,0.10421751003072721,-0.10100969642099678,full,0.10421751003072721
264,81,6.024210659074194,88.6297711610794,5.4601689562385465,64.5236264514923,5.284905563166112,18.7686821603775,-0.5640417028356479,-0.7393050959080822,-0.17526339307243433,inv_no_env,0.17526339307243433
265,73,5.0053112866127325,92.90439245223999,5.672284400626404,65.2384995174408,4.670836304965085,18.63034354686737,0.6669731140136719,-0.3344749816476478,-1.0014480956613196,inv_no_env,0.3344749816476478
266,72,5.241024600134955,95.71119353771209,5.799854622946845,65.7962613582611,5.26017877790663,18.710004630088807,0.5588300228118896,0.019154177771674163,-0.5396758450402155,full,0.019154177771674163
267,77,4.865041831871132,96.82338626861572,4.185548138308834,66.11180713653565,5.71508197041301,18.847650384902956,-0.6794936935622973,0.8500401385418783,1.5295338321041756,inv_disentangle,0.6794936935622973
268,80,6.263994741439819,94.90153590202331,5.605144476890564,67.20539400577545,6.063076162338257,18.895571279525758,-0.6588502645492555,-0.20091857910156197,0.4579316854476936,inv_disentangle,0.4579316854476936
269,100,10.538574028015137,94.11882384300232,8.28095386505127,68.87654670238494,7.903360347747803,19.33466006278992,-2.2576201629638675,-2.6352136802673343,-0.3775935173034668,inv_no_env,0.3775935173034668
270,111,11.971071277652776,93.17383806228638,11.896261060560072,70.03172781467438,11.80572270917463,20.547128052711486,-0.07481021709270408,-0.16534856847814616,-0.09053835138544208,inv_no_env,0.09053835138544208
271,135,13.460802120632595,90.63176947116852,13.3632019466824,69.69871946334838,10.725541658754702,20.76265102863312,-0.0976001739501946,-2.7352604618778926,-2.637660287927698,inv_no_env,2.637660287927698
272,135,13.163672977023655,83.99629500389099,12.01592209427445,66.98527921676636,10.847216909903068,20.795797023773194,-1.1477508827492056,-2.316456067120587,-1.1687051843713814,inv_no_env,1.1687051843713814
273,142,15.570993221981425,78.90357819080353,16.8902543833558,66.05066622257233,16.190590052537516,22.80213355064392,1.3192611613743743,0.619596830556091,-0.6996643308182833,full,0.619596830556091
274,138,16.475486257801887,72.59322146892548,16.912201148876246,64.48401254177094,16.00721084207728,22.62143181324005,0.43671489107435946,-0.4682754157246052,-0.9049903067989646,inv_no_env,0.4682754157246052
275,128,24.03300964832306,70.1898992586136,25.739490300416946,66.27969497203827,25.424141570925713,25.420560669898986,1.7064806520938873,1.3911319226026535,-0.3153487294912338,full,1.3911319226026535
276,130,20.469883654667782,64.8181800365448,21.93003055865948,64.75042768478393,21.767858226482684,24.262068300247194,1.4601469039916992,1.2979745718149012,-0.16217233217679805,full,1.2979745718149012
277,124,13.755702111028857,59.437542057037355,16.404398072150446,62.844335064888,14.722537317583638,21.88126195907593,2.6486959611215894,0.9668352065547818,-1.6818607545668076,full,0.9668352065547818
278,122,12.412416802077997,56.800669159889225,13.948624235684754,62.2534699010849,14.93939248069388,21.734907422065735,1.5362074336067568,2.526975678615882,0.9907682450091251,full,1.5362074336067568
279,120,11.398786560694377,56.13189190387726,11.384908358256022,61.41980058670044,15.591543213526409,21.86450292110443,-0.013878202438355913,4.192756652832031,4.206634855270387,inv_disentangle,0.013878202438355913
280,120,13.32163699467977,57.01355477333069,14.372520510355631,62.24368139743805,20.871355072657266,23.44794819355011,1.0508835156758618,7.549718077977497,6.498834562301635,full,1.0508835156758618
281,117,12.6322323888795,58.448564944267275,13.970327246902336,61.95774918079376,16.276658539079193,21.947314467430115,1.3380948580228367,3.6444261501996937,2.306331292176857,full,1.3380948580228367
282,124,14.21043236024918,59.55749368190765,13.947831599943099,62.277769932746885,11.407479670739942,20.579742746353148,-0.26260076030608204,-2.8029526895092385,-2.5403519292031564,inv_no_env,2.5403519292031564
283,125,11.720128662109374,59.41506712913513,14.106896240234375,62.67544486999512,11.20792416381836,20.50870328903198,2.386767578125001,-0.5122044982910143,-2.8989720764160154,inv_no_env,0.5122044982910143
284,126,11.395250925942072,60.00856610298157,11.446724392118908,61.87356470584869,15.538045913454086,21.83925329208374,0.05147346617683546,4.142794987512014,4.091321521335178,full,0.05147346617683546
285,127,12.1418122719592,61.61767806529999,14.874113067867249,63.17095785140991,11.276978635412501,20.55078971862793,2.732300795908049,-0.8648336365466989,-3.597134432454748,inv_no_env,0.8648336365466989
286,125,12.71380827331543,62.61787355422974,14.650583908081055,63.00762773036957,12.723437622070312,20.891791563034058,1.9367756347656258,0.009629348754883083,-1.9271462860107427,full,0.009629348754883083
287,127,12.989347142497385,63.64026747703552,15.289347115464098,63.219367947578434,10.555696652630182,20.228622193336488,2.299999972966713,-2.433650489867203,-4.733650462833916,inv_no_env,2.433650489867203
288,130,12.807699981102576,63.80135671138763,13.987592711815466,62.90049167633057,12.579599805978628,20.99768620967865,1.17989273071289,-0.22810017512394865,-1.4079929058368386,inv_no_env,0.22810017512394865
289,128,11.349612325429916,62.52785497188568,13.83877819776535,62.81396266460419,12.16343729197979,20.8219056224823,2.489165872335434,0.8138249665498734,-1.6753409057855606,full,0.8138249665498734
