checkpoint_path,split,num_samples,base_mae_mean,full_mae_mean,mean_delta_base_minus_full,median_delta,std_delta,q25_delta,q75_delta,env_helps_count,env_helps_prop,env_hurts_count,env_hurts_prop,env_neutral_count,env_neutral_prop,metric_mask_value,masked_valid_samples,base_global_masked_mae,full_global_masked_mae,global_delta_masked_base_minus_full,base_mae_masked_mean,full_mae_masked_mean,mean_delta_masked_base_minus_full,median_delta_masked,std_delta_masked,q25_delta_masked,q75_delta_masked,env_helps_masked_count,env_helps_masked_prop,env_hurts_masked_count,env_hurts_masked_prop,env_neutral_masked_count,env_neutral_masked_prop,tie_threshold,env_delta_abs_mean
/data/OuXiaoyu/STEVE_CODE/STEVE/experiments/NYCTaxi_TDS/steve_full_reproduce_seed2024/best_model.pth,test,546,74.12229919433594,68.38217163085938,5.740133762359619,6.418058395385742,3.5991272926330566,2.896028518676758,7.8511857986450195,481,0.8809523809523809,17,0.031135531135531136,48,0.08791208791208792,5.0,546,32.22602081298828,11.961324691772461,20.26469612121582,31.205092030482263,11.769911180697802,19.435180849784455,22.450529057724673,11.871851528564255,9.196164281142146,28.809489699745555,492,0.9010989010989011,3,0.005494505494505495,51,0.09340659340659341,1e-06,10.159876823425293
