sample_index,base_mae,full_mae,delta_base_minus_full,base_mae_masked,full_mae_masked,delta_masked_base_minus_full,metric_valid_count,env_delta_abs_mean,env_delta_signed_mean,label,label_masked
175,81.280029296875,81.280029296875,0.0,6.709523326945755,6.709523326945755,0.0,106,0.0,0.0,env_neutral,env_neutral
176,85.7711410522461,85.7711410522461,0.0,8.420643397739955,8.420643397739955,0.0,112,0.0,0.0,env_neutral,env_neutral
177,88.38420867919922,88.2973861694336,0.086822509765625,9.586545817057292,9.297090657552083,0.2894551595052093,120,0.17006485164165497,0.08090793341398239,env_helps,env_helps
178,89.65435791015625,89.48709869384766,0.16725921630859375,12.240024820963542,11.652674357096354,0.5873504638671889,120,0.648929238319397,0.16969165205955505,env_helps,env_helps
179,89.91885375976562,87.97271728515625,1.946136474609375,21.545797025240386,15.00225830078125,6.543538724459136,130,2.5321223735809326,2.330130100250244,env_helps,env_helps
180,87.36963653564453,84.866943359375,2.5026931762695312,21.404736700858777,13.296330808683207,8.10840589217557,131,3.2447445392608643,3.128568649291992,env_helps,env_helps
181,85.96398162841797,82.01671600341797,3.947265625,24.55681526573905,11.15585260321624,13.40096266252281,137,6.574213981628418,6.532100200653076,env_helps,env_helps
182,84.38043212890625,79.6321029663086,4.748329162597656,26.93173020177608,11.390197314804407,15.541532886971673,139,6.736772060394287,6.734533786773682,env_helps,env_helps
183,83.88825988769531,77.98870086669922,5.899559020996094,34.97021838201993,11.021355228147645,23.948863153872285,138,12.796904563903809,12.787779808044434,env_helps,env_helps
184,80.27801513671875,74.3782730102539,5.899742126464844,33.798608054577464,12.08184384628081,21.716764208296652,142,11.610815048217773,11.610815048217773,env_helps,env_helps
185,77.86658477783203,70.90473175048828,6.96185302734375,36.31002205569728,10.37391216252126,25.936109893176024,147,13.719839096069336,13.719839096069336,env_helps,env_helps
186,76.33441162109375,69.6807632446289,6.653648376464844,37.995629538952464,12.583310409330986,25.41231912962148,142,13.382309913635254,13.382309913635254,env_helps,env_helps
187,74.918701171875,68.90696716308594,6.0117340087890625,38.28093364876761,14.353586975957306,23.9273466728103,142,14.491504669189453,14.491504669189453,env_helps,env_helps
188,73.2912368774414,66.09574127197266,7.19549560546875,37.49249757641423,11.724146042427007,25.76835153398722,137,11.934730529785156,11.934730529785156,env_helps,env_helps
189,71.0047378540039,65.02587127685547,5.9788665771484375,34.48095010527482,12.68775020085328,21.79319990442154,141,11.737582206726074,11.737582206726074,env_helps,env_helps
190,70.8443832397461,63.707149505615234,7.137233734130859,37.20387137276786,13.68363996233259,23.520231410435265,140,10.383039474487305,10.383039474487305,env_helps,env_helps
191,70.36836242675781,64.083984375,6.2843780517578125,37.14627859933036,14.467970493861607,22.67830810546875,140,12.683192253112793,12.683192253112793,env_helps,env_helps
192,67.87156677246094,63.135108947753906,4.736457824707031,30.05390625,12.651515415736608,17.402390834263393,140,11.153202056884766,11.153202056884766,env_helps,env_helps
193,69.36045837402344,62.94942855834961,6.411029815673828,36.18369732481061,13.958268599076705,22.225428725733906,132,9.565739631652832,9.562870979309082,env_helps,env_helps
194,68.7528305053711,62.822898864746094,5.929931640625,31.7969970703125,10.870919620289522,20.92607745002298,136,9.9302396774292,9.9302396774292,env_helps,env_helps
195,69.70993041992188,64.45829010009766,5.251640319824219,31.632363423813867,10.888555150832573,20.743808272981294,137,11.076189041137695,11.076189041137695,env_helps,env_helps
196,71.90792846679688,65.64987182617188,6.258056640625,34.81617906358507,12.189413282606337,22.62676578097873,144,11.617023468017578,11.617023468017578,env_helps,env_helps
197,73.4652328491211,66.26435852050781,7.200874328613281,38.386254538952464,12.498602208956866,25.887652329995596,142,12.611546516418457,12.611202239990234,env_helps,env_helps
198,74.3057632446289,66.70648193359375,7.599281311035156,37.59530598958333,11.68375,25.91155598958333,150,13.51443099975586,13.51443099975586,env_helps,env_helps
199,75.3648910522461,67.34608459472656,8.018806457519531,40.20650390625,14.3683447265625,25.8381591796875,150,12.408029556274414,12.408024787902832,env_helps,env_helps
200,73.87713623046875,66.1739501953125,7.70318603515625,35.46117396324686,13.0169731476022,22.444200815644656,159,11.49216079711914,11.491768836975098,env_helps,env_helps
201,69.18482971191406,62.43821716308594,6.746612548828125,27.843264889407468,9.555926434405439,18.28733845500203,154,8.551305770874023,8.548293113708496,env_helps,env_helps
202,66.37834167480469,61.50688552856445,4.871456146240234,23.137703290951798,10.006051655688317,13.13165163526348,153,6.489223480224609,6.474584579467773,env_helps,env_helps
203,64.5181655883789,61.196834564208984,3.321331024169922,19.483260589392007,10.185929694143283,9.297330895248724,147,5.657655715942383,5.614543914794922,env_helps,env_helps
204,65.52427673339844,61.763954162597656,3.7603225708007812,21.16250997194102,10.405062823228434,10.757447148712586,142,5.000813007354736,4.988868713378906,env_helps,env_helps
205,66.01770782470703,62.415283203125,3.6024246215820312,18.49576712943412,8.686757680532095,9.809009448902026,148,4.413796424865723,4.39316987991333,env_helps,env_helps
206,69.94737243652344,66.92735290527344,3.02001953125,25.574289466594827,17.24836678340517,8.325922683189656,145,3.245112895965576,3.2252941131591797,env_helps,env_helps
207,71.99193572998047,68.84465789794922,3.14727783203125,25.046296176531456,16.695698921254138,8.350597255277318,151,3.335642099380493,3.3068649768829346,env_helps,env_helps
208,69.41442108154297,67.12692260742188,2.2874984741210938,13.618174810829403,7.9414645980739,5.676710212755504,159,2.9934401512145996,2.8590292930603027,env_helps,env_helps
209,70.0529556274414,68.44105529785156,1.6119003295898438,11.6462644919371,7.496434920873398,4.149829571063702,156,1.9064304828643799,1.7647922039031982,env_helps,env_helps
210,81.4970932006836,80.7618179321289,0.7352752685546875,34.02494163074713,32.2777310075431,1.747210623204026,174,0.9712821245193481,0.7352754473686218,env_helps,env_helps
211,78.43363189697266,76.74349212646484,1.6901397705078125,22.48105351796407,18.32926237369012,4.15179114427395,167,2.202725410461426,2.1613473892211914,env_helps,env_helps
212,74.88188171386719,75.2653579711914,-0.38347625732421875,9.353025574615037,10.409375176913496,-1.056349602298459,138,1.1239774227142334,1.1239774227142334,env_hurts,env_hurts
213,75.89982604980469,76.37256622314453,-0.47274017333984375,10.195048384232955,11.914125754616478,-1.7190773703835234,110,0.6442109942436218,0.6442109942436218,env_hurts,env_hurts
214,77.18568420410156,77.18421936035156,0.00146484375,6.70029801588792,6.694671630859375,0.0056263850285454,104,0.0014628601493313909,0.0014628601493313909,env_helps,env_helps
215,81.70281982421875,81.70281982421875,0.0,7.70629145024897,7.70629145024897,0.0,91,0.0,0.0,env_neutral,env_neutral
216,87.66064453125,87.66064453125,0.0,11.44312791700487,11.44312791700487,0.0,77,0.0,0.0,env_neutral,env_neutral
217,90.483642578125,90.483642578125,0.0,7.0067821301912,7.0067821301912,0.0,76,0.0,0.0,env_neutral,env_neutral
218,91.70943450927734,91.70943450927734,0.0,5.308896451383023,5.308896451383023,0.0,74,0.0,0.0,env_neutral,env_neutral
219,94.21575927734375,94.21575927734375,0.0,4.269593738374256,4.269593738374256,0.0,84,0.0,0.0,env_neutral,env_neutral
220,98.27639770507812,98.27639770507812,0.0,4.86188368363814,4.86188368363814,0.0,88,0.0,0.0,env_neutral,env_neutral
221,103.8881607055664,104.044921875,-0.15676116943359375,18.182955600247524,16.876866104579207,1.3060894956683171,101,0.816325843334198,0.816325843334198,env_hurts,env_helps
222,107.0165786743164,105.43875122070312,1.5778274536132812,21.672110421316965,10.968246459960938,10.703863961356028,112,4.677619457244873,4.664167881011963,env_helps,env_helps
223,109.83822631835938,105.09757995605469,4.7406463623046875,35.437924429086536,13.154773888221154,22.283150540865382,130,11.1940336227417,11.1940336227417,env_helps,env_helps
224,106.59441375732422,98.8541030883789,7.7403106689453125,42.62381784539474,13.717444857260338,28.9063729881344,133,12.65829849243164,12.623686790466309,env_helps,env_helps
225,98.83464813232422,90.83582305908203,7.9988250732421875,45.870372099034924,14.636550903320312,31.23382119571461,136,16.361780166625977,16.33380699157715,env_helps,env_helps
226,92.74085998535156,82.9792709350586,9.761589050292969,51.241752292798914,16.699415123980977,34.54233716881794,138,16.050142288208008,16.036334991455078,env_helps,env_helps
227,84.34435272216797,76.94573211669922,7.39862060546875,51.54954004651717,21.142619125715647,30.406920920801525,131,17.35259246826172,17.35259246826172,env_helps,env_helps
228,80.04060363769531,71.54251861572266,8.498085021972656,54.2390859375,22.24843359375,31.99065234375,125,14.672259330749512,14.621557235717773,env_helps,env_helps
229,72.56641387939453,65.1806411743164,7.385772705078125,45.753759765625,17.72396036783854,28.02979939778646,120,12.679245948791504,12.679245948791504,env_helps,env_helps
230,66.51282501220703,60.615325927734375,5.897499084472656,35.20262030593487,12.461920217305673,22.740700088629197,119,9.702591896057129,9.702591896057129,env_helps,env_helps
231,65.24752044677734,59.212196350097656,6.0353240966796875,34.156931979597104,11.73899046842717,22.417941511169936,121,8.53492546081543,8.53492546081543,env_helps,env_helps
232,64.58720397949219,59.279930114746094,5.307273864746094,31.82155106707317,12.771985557990346,19.049565509082825,123,7.0458197593688965,7.0458197593688965,env_helps,env_helps
233,66.21536254882812,60.1236457824707,6.091716766357422,36.90290934244792,14.44605204264323,22.45685729980469,120,8.05713939666748,8.05713939666748,env_helps,env_helps
234,66.65188598632812,60.43312072753906,6.2187652587890625,34.1890140503876,12.524688484132753,21.664325566254846,129,8.49806022644043,8.49806022644043,env_helps,env_helps
235,66.27969360351562,60.22511672973633,6.054576873779297,30.725501353346456,9.818972610113189,20.906528743233267,127,8.149029731750488,8.149029731750488,env_helps,env_helps
236,66.84325408935547,61.690128326416016,5.153125762939453,29.321946667086692,10.366898075226814,18.955048591859878,124,8.471447944641113,8.471447944641113,env_helps,env_helps
237,70.90665435791016,64.83650207519531,6.070152282714844,38.22256819928279,14.880842365202357,23.341725834080435,122,9.136618614196777,9.136078834533691,env_helps,env_helps
238,70.57058715820312,64.99180603027344,5.5787811279296875,34.0300234375,11.211833984375,22.818189453125,125,10.926064491271973,10.915614128112793,env_helps,env_helps
239,73.19950866699219,66.26065826416016,6.938850402832031,40.52980437992126,16.064207062007874,24.465597317913385,127,9.347993850708008,9.347993850708008,env_helps,env_helps
240,74.13359069824219,67.56836700439453,6.565223693847656,42.33938574975775,19.10208863250969,23.237297117248062,129,9.311506271362305,9.310400009155273,env_helps,env_helps
241,72.6078109741211,66.45843505859375,6.149375915527344,38.151671424278845,15.740142352764423,22.411529071514423,130,9.126871109008789,9.126871109008789,env_helps,env_helps
242,71.12025451660156,65.51910400390625,5.6011505126953125,31.23856784986413,13.614990234375,17.62357761548913,138,7.111703872680664,7.111703872680664,env_helps,env_helps
243,71.18073272705078,65.53570556640625,5.645027160644531,33.430291328721374,14.374693426467081,19.05559790225429,131,7.432072639465332,7.432072639465332,env_helps,env_helps
244,75.84222412109375,68.93307495117188,6.909149169921875,45.056990438432834,17.99746385261194,27.059526585820894,134,12.133200645446777,12.133200645446777,env_helps,env_helps
245,79.9078598022461,72.02102661132812,7.886833190917969,51.54039417613637,16.815272618006993,34.72512155812937,143,18.806467056274414,18.806467056274414,env_helps,env_helps
246,80.44001770019531,73.28316497802734,7.156852722167969,46.901004815251575,15.665860541961479,31.235144273290096,159,22.63894271850586,22.63894271850586,env_helps,env_helps
247,80.6311264038086,71.63961029052734,8.99151611328125,46.478794642857146,16.003789992559526,30.47500465029762,168,20.90274429321289,20.90274429321289,env_helps,env_helps
248,79.11473083496094,68.30238342285156,10.812347412109375,47.47175662878788,17.002388139204545,30.469368489583335,165,17.65172576904297,17.643953323364258,env_helps,env_helps
249,77.1413345336914,64.74951934814453,12.391815185546875,47.24071059992284,15.237925588348766,32.002785011574076,162,15.765724182128906,15.765724182128906,env_helps,env_helps
250,74.53345489501953,62.50709915161133,12.026355743408203,44.43081384202454,13.799249005463958,30.631564836560585,163,15.708996772766113,15.708996772766113,env_helps,env_helps
251,72.37275695800781,60.953895568847656,11.418861389160156,40.65834304184941,13.205977590460526,27.452365451388886,171,14.382207870483398,14.382207870483398,env_helps,env_helps
252,71.05863952636719,59.36793899536133,11.69070053100586,39.648753274700596,11.068083072136975,28.58067020256362,167,13.81528091430664,13.81528091430664,env_helps,env_helps
253,70.12046813964844,59.69715881347656,10.423309326171875,37.81049262152778,11.675877700617283,26.134614920910494,162,13.1652193069458,13.1652193069458,env_helps,env_helps
254,69.88738250732422,60.154510498046875,9.732872009277344,36.14232949098926,12.055066442197086,24.087263048792174,163,11.576831817626953,11.576385498046875,env_helps,env_helps
255,66.81509399414062,59.4587287902832,7.356365203857422,27.103427381400603,9.365991799228162,17.73743558217244,166,9.154854774475098,9.147438049316406,env_helps,env_helps
256,64.81706237792969,60.978546142578125,3.8385162353515625,21.45058047845497,11.94230320142663,9.50827727702834,161,6.550494194030762,6.516100883483887,env_helps,env_helps
257,64.5155258178711,61.174705505371094,3.3408203125,17.938254192376593,9.387770731737659,8.550483460638935,157,4.126752853393555,4.081305027008057,env_helps,env_helps
258,64.65294647216797,62.55615234375,2.0967941284179688,12.398532104492187,7.071689605712891,5.326842498779296,160,2.75492787361145,2.7355856895446777,env_helps,env_helps
259,66.23626708984375,65.16271209716797,1.0735549926757812,8.729967360528523,5.847668129325713,2.8822992312028095,149,1.359729290008545,1.359729290008545,env_helps,env_helps
260,69.2542724609375,68.93220520019531,0.3220672607421875,7.106950573455122,6.138305205151551,0.9686453683035712,133,0.375430703163147,0.375430703163147,env_helps,env_helps
261,73.11311340332031,73.0859375,0.0271759033203125,5.88568845569578,5.79277834117922,0.09291011451655962,117,0.027176132425665855,0.027176132425665855,env_helps,env_helps
262,77.43701934814453,77.43701934814453,0.0,4.775967379228784,4.775967379228784,0.0,109,0.0,0.0,env_neutral,env_neutral
263,82.9317398071289,82.9317398071289,0.0,5.669458870935922,5.669458870935922,0.0,99,0.0,0.0,env_neutral,env_neutral
264,88.62976837158203,88.62976837158203,0.0,6.024210611979167,6.024210611979167,0.0,81,0.0,0.0,env_neutral,env_neutral
265,92.9043960571289,92.9043960571289,0.0,5.005311730789812,5.005311730789812,0.0,73,0.0,0.0,env_neutral,env_neutral
266,95.71118927001953,95.71118927001953,0.0,5.241024441189236,5.241024441189236,0.0,72,0.0,0.0,env_neutral,env_neutral
267,96.8233871459961,96.8233871459961,0.0,4.865041757558847,4.865041757558847,0.0,77,0.0,0.0,env_neutral,env_neutral
268,94.90153503417969,94.90153503417969,0.0,6.263994598388672,6.263994598388672,0.0,80,0.0,0.0,env_neutral,env_neutral
269,94.38664245605469,94.11882781982422,0.26781463623046875,12.54732666015625,10.53857421875,2.0087524414062496,100,0.7366397380828857,0.7365551590919495,env_helps,env_helps
270,94.94622039794922,93.17383575439453,1.7723846435546875,19.54123557150901,11.97107153540259,7.570164036106419,111,2.709613084793091,2.5142459869384766,env_helps,env_helps
271,96.8519515991211,90.63176727294922,6.220184326171875,35.241431568287034,13.460801866319445,21.78062970196759,135,8.689554214477539,8.689554214477539,env_helps,env_helps
272,93.32051086425781,83.99629974365234,9.324211120605469,44.99665798611111,13.163672779224537,31.832985206886573,135,12.679603576660156,12.640515327453613,env_helps,env_helps
273,88.10836029052734,78.90357208251953,9.204788208007812,51.241809253961264,15.570993342869718,35.670815911091545,142,18.850786209106445,18.850786209106445,env_helps,env_helps
274,82.40987396240234,72.59322357177734,9.816650390625,54.14956266983695,16.475486865942027,37.67407580389492,138,19.559955596923828,19.559955596923828,env_helps,env_helps
275,78.75808715820312,70.18990325927734,8.568183898925781,58.37919235229492,24.033008575439453,34.34618377685547,128,19.177501678466797,19.177501678466797,env_helps,env_helps
276,74.52735137939453,64.81817626953125,9.709175109863281,54.05179537259615,20.469884314903847,33.58191105769231,130,15.74047565460205,15.723666191101074,env_helps,env_helps
277,69.39457702636719,59.437538146972656,9.957038879394531,50.03731413810484,13.755702849357359,36.281611288747484,124,14.485097885131836,14.474440574645996,env_helps,env_helps
278,64.33226013183594,56.80067443847656,7.531585693359375,41.46832575563525,12.412417552510245,29.055908203125004,122,11.715034484863281,11.715034484863281,env_helps,env_helps
279,63.678279876708984,56.131893157958984,7.54638671875,40.834818522135414,11.39878641764323,29.436032104492185,120,10.9502592086792,10.9502592086792,env_helps,env_helps
280,63.21430587768555,57.013553619384766,6.200752258300781,36.45085856119792,13.321636962890626,23.129221598307293,120,8.939875602722168,8.939875602722168,env_helps,env_helps
281,66.16698455810547,58.44856262207031,7.718421936035156,43.820475260416664,12.632232405181623,31.18824285523504,117,11.564803123474121,11.564803123474121,env_helps,env_helps
282,67.0202407836914,59.557491302490234,7.462749481201172,42.357729019657256,14.210432483303931,28.147296536353323,124,11.071040153503418,11.071040153503418,env_helps,env_helps
283,66.25827026367188,59.415069580078125,6.84320068359375,37.52165234375,11.72012890625,25.8015234375,125,10.42828369140625,10.42828369140625,env_helps,env_helps
284,65.7579574584961,60.00856399536133,5.749393463134766,32.90894717261905,11.395251077318948,21.513696095300105,126,9.931999206542969,9.931999206542969,env_helps,env_helps
285,69.02842712402344,61.61767578125,7.4107513427734375,39.29300335260827,12.141812061700294,27.151191290907974,127,11.022651672363281,11.022651672363281,env_helps,env_helps
286,69.90751647949219,62.61787033081055,7.289646148681641,40.6758515625,12.71380859375,27.962042968749998,125,11.397727012634277,11.395949363708496,env_helps,env_helps
287,71.5478515625,63.6402702331543,7.907581329345703,44.14739173228347,12.989346241387794,31.158045490895674,127,12.813283920288086,12.813283920288086,env_helps,env_helps
288,70.4925308227539,63.80135726928711,6.691173553466797,39.91956881009615,12.807699819711539,27.111868990384615,130,12.077927589416504,12.0768461227417,env_helps,env_helps
289,68.5110855102539,62.52785110473633,5.983234405517578,34.85845947265625,11.349613189697266,23.508846282958984,128,10.365488052368164,10.365488052368164,env_helps,env_helps
290,66.67601013183594,61.7125129699707,4.963497161865234,30.465287642045453,11.861225222753099,18.604062419292354,121,7.9978928565979,7.9978928565979,env_helps,env_helps
291,66.47782897949219,61.71586990356445,4.761959075927734,29.661279296875,12.079961140950521,17.581318155924478,120,7.299116611480713,7.299116611480713,env_helps,env_helps
292,71.28436279296875,64.82882690429688,6.455535888671875,38.88476941012597,12.06315671935562,26.82161269077035,129,12.113753318786621,12.113753318786621,env_helps,env_helps
293,74.53981018066406,67.19038391113281,7.34942626953125,43.174323640046296,11.073291015625,32.10103262442129,135,16.551485061645508,16.551485061645508,env_helps,env_helps
294,77.19416046142578,68.67941284179688,8.514747619628906,47.310207790798614,12.571645100911459,34.738562689887154,144,19.203432083129883,19.203432083129883,env_helps,env_helps
295,77.19989013671875,67.48463439941406,9.715255737304688,50.24542666153169,13.949421627420774,36.29600503411091,142,18.715538024902344,18.715538024902344,env_helps,env_helps
296,75.67382049560547,65.71507263183594,9.958747863769531,45.85820057189542,14.220952052696079,31.637248519199346,153,17.6715087890625,17.6715087890625,env_helps,env_helps
297,74.39227294921875,63.070655822753906,11.321617126464844,47.81417554045377,14.289985552226028,33.52418998822774,146,15.9429349899292,15.9429349899292,env_helps,env_helps
298,72.21773529052734,60.3003044128418,11.917430877685547,44.9300820053808,11.969151781094785,32.96093022428601,151,15.159480094909668,15.159480094909668,env_helps,env_helps
299,70.77276611328125,58.569766998291016,12.202999114990234,44.50298602764423,12.243045122195513,32.25994090544872,156,14.207300186157227,14.207300186157227,env_helps,env_helps
300,70.5123519897461,58.865386962890625,11.646965026855469,45.00984950153374,15.58376270130368,29.426086800230063,163,14.826114654541016,14.826114654541016,env_helps,env_helps
301,68.40055847167969,57.007347106933594,11.393211364746094,41.605859981560556,12.225400936529503,29.380459045031053,161,14.653602600097656,14.638276100158691,env_helps,env_helps
302,67.80512237548828,56.364620208740234,11.440502166748047,38.79806463068182,10.446619022253788,28.351445608428033,165,13.82070541381836,13.774833679199219,env_helps,env_helps
303,65.76020812988281,56.880428314208984,8.879779815673828,33.11004601226994,11.470899336177148,21.639146676092793,163,11.265546798706055,11.141366004943848,env_helps,env_helps
304,64.31832122802734,57.488739013671875,6.829582214355469,28.358238636363637,11.404811789772728,16.953426846590908,165,7.753521919250488,7.645829677581787,env_helps,env_helps
305,62.47230529785156,58.423397064208984,4.048908233642578,20.834462422810628,10.499907168085704,10.334555254724924,167,5.1424126625061035,4.961531162261963,env_helps,env_helps
306,62.55259323120117,59.852874755859375,2.699718475341797,15.829466284775153,8.6754463009718,7.154019983803353,164,3.3017666339874268,3.265988826751709,env_helps,env_helps
307,63.181209564208984,61.74970626831055,1.4315032958984375,10.886719553094162,6.865987677323191,4.020731875770971,152,1.7687214612960815,1.7383748292922974,env_helps,env_helps
308,66.02685546875,65.64302062988281,0.3838348388671875,8.443723060344828,7.120521282327586,1.3232017780172418,145,0.5910703539848328,0.5900715589523315,env_helps,env_helps
309,70.09053039550781,70.1204605102539,-0.02993011474609375,6.8934184933496905,6.519217499031508,0.37420099431818254,121,0.31147754192352295,0.2778126895427704,env_hurts,env_helps
310,74.96101379394531,75.00586700439453,-0.04485321044921875,6.196041920146004,6.12865710649334,0.06738481365266402,122,0.08595741540193558,0.08595741540193558,env_hurts,env_helps
311,80.75048065185547,80.7728500366211,-0.022369384765625,5.350283946161685,5.350283946161685,0.0,115,0.022374892607331276,0.022374892607331276,env_hurts,env_neutral
312,87.0537109375,87.0537109375,0.0,6.403473578559028,6.403473578559028,0.0,90,0.0,0.0,env_neutral,env_neutral
313,91.4906234741211,91.4906234741211,0.0,5.756424305050872,5.756424305050872,0.0,86,0.0,0.0,env_neutral,env_neutral
314,94.43783569335938,94.43783569335938,0.0,5.6179078567859735,5.6179078567859735,0.0,86,0.0,0.0,env_neutral,env_neutral
315,94.1657485961914,94.1657485961914,0.0,5.240958023071289,5.240958023071289,0.0,80,0.0,0.0,env_neutral,env_neutral
316,89.85037231445312,89.85037231445312,0.0,5.535054769860693,5.535054769860693,0.0,83,0.0,0.0,env_neutral,env_neutral
317,88.11308288574219,87.6063003540039,0.5067825317382812,11.034633443813131,8.643277871488321,2.3913555723248106,99,0.6987904906272888,0.6987904906272888,env_helps,env_helps
318,88.8521957397461,86.70074462890625,2.1514511108398438,19.127645617333528,10.577709732768692,8.549935884564835,107,2.5815799236297607,2.4364922046661377,env_helps,env_helps
319,90.88734436035156,83.9219741821289,6.965370178222656,33.42040252685547,9.426105499267578,23.99429702758789,128,9.644144058227539,9.62207317352295,env_helps,env_helps
320,88.42992401123047,79.99760437011719,8.432319641113281,40.99784940831802,10.817984188304228,30.179865220013788,136,14.162439346313477,14.125598907470703,env_helps,env_helps
321,83.87387084960938,76.80819702148438,7.065673828125,49.40257045200893,16.103266252790178,33.29930419921875,140,20.948022842407227,20.948022842407227,env_helps,env_helps
322,78.77285766601562,71.3399887084961,7.432868957519531,47.91879147046233,15.820339255136986,32.098452215325345,146,20.910619735717773,20.90204620361328,env_helps,env_helps
323,76.00585174560547,68.43251037597656,7.573341369628906,51.348388671875,18.02062290736607,33.327765764508925,140,21.460229873657227,21.45968246459961,env_helps,env_helps
324,71.36589813232422,63.713523864746094,7.652374267578125,48.69211959838867,16.51558494567871,32.17653465270996,128,17.757469177246094,17.754798889160156,env_helps,env_helps
325,66.82218933105469,58.72209167480469,8.10009765625,44.73338652820122,12.042295874618903,32.69109065358232,123,14.400201797485352,14.400201797485352,env_helps,env_helps
326,63.034767150878906,56.4043083190918,6.630458831787109,36.45578972868217,11.939660360646803,24.516129368035365,129,10.543340682983398,10.543340682983398,env_helps,env_helps
327,62.378028869628906,55.92105484008789,6.456974029541016,37.07022298177083,11.792317708333334,25.277905273437497,120,9.874526023864746,9.872647285461426,env_helps,env_helps
328,62.09629821777344,56.172306060791016,5.923992156982422,32.03536888860887,10.832871960055444,21.20249692855343,124,8.27831745147705,8.27831745147705,env_helps,env_helps
329,65.97915649414062,58.89015197753906,7.0890045166015625,40.67615346439549,12.609650158491291,28.0665033059042,122,10.93934440612793,10.93934440612793,env_helps,env_helps
330,67.00323486328125,59.97651290893555,7.026721954345703,39.68472532242063,12.41867404513889,27.266051277281743,126,11.150507926940918,11.150507926940918,env_helps,env_helps
331,66.11732482910156,59.95771789550781,6.15960693359375,35.63319756732724,11.81236800527185,23.820829562055387,123,9.823149681091309,9.823149681091309,env_helps,env_helps
332,66.15193176269531,60.11314392089844,6.038787841796875,31.223388671875,9.818230731670672,21.405157940204326,130,9.131634712219238,9.131634712219238,env_helps,env_helps
333,68.49249267578125,61.66348648071289,6.829006195068359,34.842073810634325,11.198451711170708,23.643622099463617,134,10.320603370666504,10.3148832321167,env_helps,env_helps
334,68.89067077636719,62.44939422607422,6.441276550292969,33.9394093983209,10.503170184235074,23.436239214085823,134,10.791389465332031,10.791389465332031,env_helps,env_helps
335,70.63288879394531,64.20112609863281,6.4317626953125,36.33653467850719,11.346751700202338,24.989782978304852,139,13.008686065673828,13.008686065673828,env_helps,env_helps
336,69.75785064697266,64.03961181640625,5.718238830566406,35.17934133045709,11.343938571303639,23.835402759153453,134,12.258942604064941,12.258942604064941,env_helps,env_helps
337,67.4631576538086,62.95586395263672,4.507293701171875,29.650550181471456,11.079512949064961,18.571037232406496,127,9.981128692626953,9.981128692626953,env_helps,env_helps
338,66.86173248291016,62.69053649902344,4.171195983886719,29.226839466255253,13.397607627035189,15.829231839220064,119,7.832157135009766,7.832157135009766,env_helps,env_helps
339,66.99577331542969,63.08283996582031,3.912933349609375,27.96394514837185,12.597260290835084,15.366684857536764,119,7.276737689971924,7.276737689971924,env_helps,env_helps
340,71.33075714111328,66.36933898925781,4.961418151855469,35.924622078252035,12.07054274644309,23.854079331808947,123,12.145169258117676,12.145169258117676,env_helps,env_helps
341,74.9554214477539,69.85685729980469,5.098564147949219,42.40845687746063,13.101053072711615,29.307403804749015,127,17.27654457092285,17.27654457092285,env_helps,env_helps
342,77.2159194946289,70.22538757324219,6.990531921386719,46.459469092153284,12.997418702953924,33.46205038919936,137,19.402076721191406,19.402076721191406,env_helps,env_helps
343,77.24465942382812,69.55323028564453,7.691429138183594,47.55175088652482,14.878688081781915,32.673062804742905,141,19.644126892089844,19.644126892089844,env_helps,env_helps
344,76.75408172607422,67.03209686279297,9.72198486328125,50.00847710503472,15.521504720052084,34.486972384982636,144,19.44187355041504,19.44187355041504,env_helps,env_helps
345,74.1357192993164,63.89103698730469,10.244682312011719,46.73525455298013,14.75883109995861,31.97642345302152,151,18.730249404907227,18.730249404907227,env_helps,env_helps
346,71.4823989868164,60.53627395629883,10.946125030517578,46.676949757543106,13.724986530172414,32.95196322737069,145,16.98796272277832,16.98796272277832,env_helps,env_helps
347,69.87406921386719,58.57728576660156,11.296783447265625,43.7764892578125,13.514739207732372,30.261750050080128,156,15.188117980957031,15.188117980957031,env_helps,env_helps
348,68.83547973632812,56.47200012207031,12.363479614257812,42.437930657996894,10.160939471321816,32.276991186675076,161,15.446240425109863,15.446240425109863,env_helps,env_helps
349,67.82704162597656,56.85569763183594,10.971343994140625,40.89740767045455,12.932120028409091,27.965287642045457,165,15.401710510253906,15.401710510253906,env_helps,env_helps
350,66.68402099609375,55.54902267456055,11.134998321533203,37.84626363720414,11.138623480260724,26.707640156943413,169,14.005056381225586,13.967329978942871,env_helps,env_helps
351,66.08592987060547,56.604366302490234,9.481563568115234,36.319643373842595,12.529914761766975,23.78972861207562,162,12.496132850646973,12.44055461883545,env_helps,env_helps
352,65.23387908935547,57.59263229370117,7.641246795654297,30.82826160249256,11.918849400111608,18.909412202380953,168,9.658844947814941,9.554023742675781,env_helps,env_helps
353,63.231868743896484,57.67611312866211,5.555755615234375,23.894252660084355,9.609202004649157,14.285050655435198,163,7.299288749694824,7.23007345199585,env_helps,env_helps
354,62.409568786621094,58.76261901855469,3.6469497680664062,17.91471946022727,8.318491062973484,9.596228397253787,165,5.066579818725586,5.055095195770264,env_helps,env_helps
355,62.85981750488281,60.75447082519531,2.1053466796875,12.855711345431171,6.786180713508703,6.0695306319224684,158,2.9832520484924316,2.9823737144470215,env_helps,env_helps
