swap_type,num_samples,mean_abs_pred_swap_minus_original,median_abs_pred_swap_minus_original,mae_original,mae_swapped,delta_mae
same_env,546,9.943374633789062,9.539693832397461,8.001489639282227,22.070566177368164,14.069076538085938
cross_env,546,9.796234130859375,9.430206298828125,8.001489639282227,21.718515396118164,13.717025756835938
