split,cluster,sample_count,sample_ratio,workday_ratio,holiday_ratio,rush_ratio,mean_external_load,mean_historical_flow,std_historical_flow,mean_target_flow,invariant_mae,gmm_routed_mae,uniform_mae,mean_correction_magnitude,mean_gmm_confidence,mean_gmm_entropy,avg_consecutive_cluster_duration
test,0,135,0.24725274725274726,0.674074074074074,0.32592592592592595,0.13333333333333333,0.6593148112297058,24.134607315063477,75.38197326660156,13.486555099487305,70.51854705810547,5.435469627380371,5.443663597106934,53.48313903808594,0.9996958374977112,0.0015393855283036828,135.0
test,1,130,0.23809523809523808,0.7461538461538462,0.25384615384615383,0.2846153846153846,0.9212499856948853,46.383262634277344,114.896240234375,41.02619171142578,103.59528350830078,8.299917221069336,8.3038911819458,68.2962417602539,0.9933083057403564,0.016795966774225235,130.0
test,2,281,0.5146520146520146,0.5907473309608541,0.4092526690391459,0.29537366548042704,1.1826245784759521,47.054931640625,117.60432434082031,55.23032760620117,126.4615478515625,9.230571746826172,9.240470886230469,79.3344497680664,0.9973042607307434,0.005513254087418318,281.0
