sample_index,sample_mae,sample_mse
0,52.458309173583984,5766.04931640625
1,53.187782287597656,5859.49951171875
2,56.751197814941406,6393.62353515625
3,59.62590789794922,6938.21240234375
4,57.125980377197266,6540.62255859375
5,53.2495231628418,5806.740234375
6,51.945335388183594,5866.90869140625
7,55.1047248840332,6302.9580078125
8,57.916141510009766,7038.97607421875
9,59.55552673339844,7211.24755859375
10,58.19444274902344,7062.13232421875
11,57.73130798339844,6936.06396484375
12,57.98109817504883,6986.31201171875
13,57.650611877441406,6887.56396484375
14,58.303993225097656,6996.8388671875
15,56.78880310058594,6540.021484375
16,56.38090896606445,6455.5810546875
17,54.904884338378906,6134.13623046875
18,54.3387336730957,6209.2724609375
19,53.24272537231445,6139.78125
20,51.718345642089844,6007.78369140625
21,50.92060089111328,5968.86767578125
22,50.367977142333984,5943.41015625
23,50.3350715637207,5947.45166015625
24,50.39542007446289,5959.6787109375
25,50.3896484375,5963.654296875
26,50.7130012512207,5978.0537109375
27,51.210060119628906,6010.42431640625
28,51.92518615722656,6054.0419921875
29,51.534080505371094,5998.13232421875
30,52.703346252441406,6211.4287109375
31,58.97970199584961,7468.57568359375
32,62.338226318359375,9213.0615234375
33,66.93771362304688,10712.96484375
34,66.3118667602539,9866.3505859375
35,66.0970230102539,9822.1669921875
36,63.30941390991211,8791.8779296875
37,59.38703918457031,7330.3505859375
38,54.07095718383789,6031.5224609375
39,52.797542572021484,5856.8388671875
40,51.165409088134766,5659.54296875
41,51.4179573059082,5694.4736328125
42,51.903648376464844,5819.3701171875
43,50.21487808227539,5574.04931640625
44,50.05742263793945,5534.73388671875
45,50.653987884521484,5635.583984375
46,50.30216979980469,5574.93603515625
47,50.25221633911133,5635.451171875
48,51.33305740356445,5729.869140625
49,50.95811080932617,5618.69189453125
50,53.96524429321289,6023.0732421875
51,56.24772644042969,6482.14501953125
52,53.362548828125,5954.3154296875
53,51.631160736083984,5613.23291015625
54,55.12504577636719,6007.013671875
55,58.219825744628906,6599.4775390625
56,60.34391784667969,7369.95361328125
57,60.8443489074707,7394.517578125
58,62.43343734741211,7784.923828125
59,62.14983367919922,7871.03173828125
60,62.33598709106445,7519.84619140625
61,62.350555419921875,7515.53271484375
62,61.15940475463867,7607.8251953125
63,60.32072448730469,7325.6826171875
64,59.782752990722656,7087.33447265625
65,56.80463409423828,6534.97265625
66,55.411827087402344,6260.62939453125
67,53.18647384643555,6090.29931640625
68,52.2634162902832,6047.796875
69,51.32054138183594,5988.33056640625
70,51.35419464111328,6012.54248046875
71,50.682334899902344,5998.66357421875
72,50.45155334472656,5997.111328125
73,50.450504302978516,5952.240234375
74,50.38811111450195,5946.69873046875
75,50.843650817871094,5991.0712890625
76,52.29020690917969,6108.2275390625
77,52.66666030883789,6145.64892578125
78,54.272705078125,6398.279296875
79,57.27739334106445,6998.88916015625
80,61.021541595458984,8351.640625
81,63.638057708740234,9713.5771484375
82,63.4921760559082,9269.5068359375
83,63.21653747558594,9616.1083984375
84,61.665401458740234,8398.8427734375
85,58.67421340942383,7357.31884765625
86,53.85978698730469,6211.1220703125
87,52.522335052490234,5891.232421875
88,50.693634033203125,5591.99609375
89,50.482460021972656,5579.27734375
90,50.24225616455078,5595.99560546875
91,50.19703674316406,5562.71435546875
92,49.16249084472656,5445.455078125
93,48.515506744384766,5422.59326171875
94,48.710243225097656,5442.78857421875
95,49.95094680786133,5556.0810546875
96,50.32247543334961,5626.1923828125
97,51.295475006103516,5661.7529296875
98,54.429386138916016,6166.865234375
99,56.721981048583984,6504.8486328125
100,52.4306755065918,5822.25146484375
101,51.26081466674805,5630.14306640625
102,54.8569450378418,6054.82763671875
103,60.205379486083984,6904.69921875
104,63.39936828613281,7830.28857421875
105,64.45305633544922,8651.103515625
106,62.54203796386719,8064.56396484375
107,60.30207824707031,7639.892578125
108,59.212677001953125,7216.625
109,58.236175537109375,6997.90771484375
110,59.42845153808594,7127.4111328125
111,59.937931060791016,7253.076171875
112,60.40326690673828,7400.96240234375
113,62.227352142333984,8260.3154296875
114,64.05964660644531,8769.8447265625
115,65.6296157836914,9271.5302734375
116,66.80728149414062,9789.4697265625
117,67.52982330322266,10196.447265625
118,69.01284790039062,11202.0947265625
119,66.71243286132812,10182.2109375
120,62.7448844909668,8714.3671875
121,60.08601379394531,7971.78759765625
122,56.20295333862305,6759.201171875
123,51.3443489074707,5953.93994140625
124,55.5516357421875,6388.291015625
125,61.10454177856445,7324.27197265625
126,65.25635528564453,8415.224609375
