scope,expert,soft_usage_mean,hard_count,hard_usage_ratio,route_entropy_mean,route_mean_distribution_entropy,effective_expert_number,max_expert_usage_ratio,min_expert_usage_ratio
expert,0,0.2781859561800957,0,0.0,1.0696315910406482,1.069631591045872,2.9143056458854013,0.44940534234046936,0.27240869402885437
expert,1,0.44940534234046936,4,1.0,1.0696315910406482,1.069631591045872,2.9143056458854013,0.44940534234046936,0.27240869402885437
expert,2,0.27240869402885437,0,0.0,1.0696315910406482,1.069631591045872,2.9143056458854013,0.44940534234046936,0.27240869402885437
overall,all,0.9999999925494194,4,1.0,1.0696315910406482,1.069631591045872,2.9143056458854013,0.44940534234046936,0.27240869402885437
