swap_type,num_samples,mean_abs_pred_swap_minus_original,median_abs_pred_swap_minus_original,mae_original,mae_swapped,delta_mae
same_env,4,0.00041047693230211735,0.0004139256488997489,113.07648468017578,113.0767593383789,0.000274658203125
cross_env,4,0.0,0.0,113.07648468017578,113.07648468017578,0.0
