epoch,train_loss,train_mse,train_regret_bce,test_avg_mae,val_learned_routing_mae,test_mixed_learned_routing_mae,test_mixed_all_environment_mae,test_mixed_net_gain,test_mixed_inv_route_ratio
1,0.13033228541413944,0.13033228541413944,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
2,0.1258702125932489,0.1258702125932489,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
3,0.12406771326703685,0.12406771326703685,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
4,0.12283101835775943,0.12283101835775943,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
5,0.12129605760176977,0.12129605760176977,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
6,0.12141863460696879,0.12141863460696879,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
7,0.1200801724479312,0.1200801724479312,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
8,0.11975457166277227,0.11975457166277227,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
9,0.11735897050017402,0.11735897050017402,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
10,0.11829403025053796,0.11829403025053796,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
11,0.11635787472838448,0.11635787472838448,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
12,0.11273041576856659,0.11273041576856659,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
13,0.11901981319699968,0.11901981319699968,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
14,0.1171346675427187,0.1171346675427187,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
15,0.11436157833252635,0.11436157833252635,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
16,0.11170219005573363,0.11170219005573363,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
17,0.11074012191522689,0.11074012191522689,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
18,0.11368485121499924,0.11368485121499924,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
19,0.1160764645962488,0.1160764645962488,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
20,0.11096042731688135,0.11096042731688135,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
21,0.11374166426914079,0.11374166426914079,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
22,0.1129546453555425,0.1129546453555425,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
23,0.11307256541081838,0.11307256541081838,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
24,0.11330696912038894,0.11330696912038894,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
25,0.11273640887368293,0.11273640887368293,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
26,0.11088817758219582,0.11088817758219582,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
27,0.11029563636652061,0.11029563636652061,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
28,0.11273473923405011,0.11273473923405011,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
29,0.11053759040577071,0.11053759040577071,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
30,0.11194338152805965,0.11194338152805965,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
31,0.11091235191339538,0.11091235191339538,0.0,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
