feature_set,regressor,n_train,n_test,residual_mae,r2
z_inv_raw,ridge,382,164,4.278142929077148,0.5380967855453491
z_inv_raw,linear_regression,382,164,4.51392126083374,0.49901172518730164
h_inv,ridge,382,164,4.278142929077148,0.5380967855453491
h_inv,linear_regression,382,164,4.51392126083374,0.49901172518730164
e_env,ridge,382,164,5.470733165740967,0.45853912830352783
e_env,linear_regression,382,164,5.5756707191467285,0.43146347999572754
h_inv_plus_e_env,ridge,382,164,4.394561767578125,0.5098593235015869
h_inv_plus_e_env,linear_regression,382,164,4.91661262512207,0.4016885459423065
