scope,expert,soft_usage_mean,hard_count,hard_usage_ratio,route_entropy_mean,route_mean_distribution_entropy,effective_expert_number,max_expert_usage_ratio,min_expert_usage_ratio
expert,0,0.447005189927943,0,0.0,0.8834499552153582,0.8904469471550097,2.43621826881873,0.4866255873288864,0.0663692220881745
expert,1,0.4866255873288864,546,1.0,0.8834499552153582,0.8904469471550097,2.43621826881873,0.4866255873288864,0.0663692220881745
expert,2,0.0663692220881745,0,0.0,0.8834499552153582,0.8904469471550097,2.43621826881873,0.4866255873288864,0.0663692220881745
overall,all,0.9999999993450039,546,1.0,0.8834499552153582,0.8904469471550097,2.43621826881873,0.4866255873288864,0.0663692220881745
