swap_type,num_samples,mean_abs_pred_swap_minus_original,median_abs_pred_swap_minus_original,mae_original,mae_swapped,delta_mae
same_env,546,1.820830225944519,1.7408512830734253,10.031044006347656,10.330306053161621,0.29926204681396484
cross_env,546,2.120532512664795,2.022207260131836,10.031044006347656,10.340059280395508,0.30901527404785156
