epoch,train_loss,train_mse,train_regret_bce,test_avg_mae,val_learned_routing_mae,test_mixed_learned_routing_mae,test_mixed_all_environment_mae,test_mixed_net_gain,test_mixed_inv_route_ratio
1,0.19074884255727131,0.1307883644742625,0.5996047701154437,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
2,0.18567956281559808,0.12614524577345168,0.5953431560879662,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
3,0.1833842655022939,0.1239551359698886,0.5942912817001342,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
4,0.18179096146708443,0.12266115592349143,0.5912980414572216,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
5,0.17937592842749187,0.12051002628036908,0.5886590145883106,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
6,0.1810883966230211,0.12185310861539272,0.592352865423475,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
7,0.17890769519976207,0.12014792969539052,0.587597648302714,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
8,0.17870028700147356,0.11975368282624653,0.589466031676247,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
9,0.17547260331256048,0.11689377072311583,0.585788319224403,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
10,0.17692254590136663,0.11808679785047259,0.5883574732712337,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
11,0.17371608217557272,0.11547466434893154,0.5824141737960634,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
12,0.17081615371363504,0.11265844418889,0.5815770881516593,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
13,0.17564511540390196,0.11679663214655149,0.588484825974419,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
14,0.17562032334861302,0.11736161063114801,0.5825871075902667,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
15,0.17462836652994157,0.11603496191757066,0.5859340361186436,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
16,0.17046372372479665,0.11245110517456418,0.5801261708849952,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
17,0.17105729274806522,0.11281752423161552,0.5823976746627263,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
18,0.1704941770150548,0.11229458887662207,0.5819958698181878,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
19,0.1727371294583593,0.11463890033108848,0.580982274100894,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
20,0.16693625904264905,0.10939584917255811,0.5754040891215915,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
21,0.17016496793145225,0.11198026871397382,0.581846980537687,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
22,0.16963658843721663,0.11168352917191528,0.5795305819738479,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
23,0.17079104497319175,0.11273103249924524,0.5806001197724115,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
24,0.17000291226875214,0.11213094961075555,0.5787196199099223,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
25,0.17097538404521487,0.11285756840592338,0.5811781414917537,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
26,0.1686940394696735,0.1108250529993148,0.5786898635682606,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
27,0.1678956436968985,0.11015332085745676,0.577423217750731,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
28,0.16943648216270266,0.11135975725594022,0.5807672449520656,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
29,0.1692969085205169,0.11152384171173686,0.5777306551025028,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
30,0.16987717967657817,0.11174100374891645,0.5813617553029742,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
31,0.168960726970718,0.1111090569623879,0.5785166882333301,11.303436279296875,12.362518310546875,11.257920265197754,11.257920265197754,0.0,0.0
