sample_index,sample_mae,sample_mse
0,22.1107234954834,1097.9080810546875
1,21.4455623626709,1100.3480224609375
2,21.578563690185547,1066.9334716796875
3,21.887128829956055,1096.420654296875
4,21.308349609375,1077.6500244140625
5,21.274038314819336,1053.444091796875
6,21.16374969482422,1029.78173828125
7,20.909482955932617,1012.3825073242188
8,21.992475509643555,1096.84814453125
9,21.520774841308594,1155.736328125
10,21.68416976928711,1110.509033203125
11,21.869468688964844,1089.9107666015625
12,22.23432159423828,1083.23193359375
13,21.155990600585938,1022.3336181640625
14,21.39006805419922,1041.3114013671875
15,21.0640926361084,1077.56591796875
16,22.137035369873047,1376.335205078125
17,21.232637405395508,1161.560791015625
18,19.837095260620117,958.086181640625
19,19.47936248779297,939.4222412109375
20,19.062204360961914,917.6381225585938
21,18.928085327148438,925.296875
22,18.857412338256836,922.5377197265625
23,18.773662567138672,918.5460815429688
24,18.873472213745117,922.3336791992188
25,18.588153839111328,915.8258056640625
26,18.590795516967773,917.7664184570312
27,18.771099090576172,920.3566284179688
28,18.4875545501709,917.6437377929688
29,19.756216049194336,961.462158203125
30,19.599750518798828,957.6604614257812
31,20.925683975219727,1020.139404296875
32,22.513530731201172,1107.5030517578125
33,22.088102340698242,1082.395751953125
34,22.028038024902344,1052.5472412109375
35,22.020225524902344,1069.1016845703125
36,21.1578369140625,996.8876342773438
37,21.961463928222656,1062.11376953125
38,21.592878341674805,1040.694091796875
39,21.93218994140625,1071.576171875
40,21.64432144165039,1060.611083984375
41,20.764122009277344,994.8517456054688
42,21.230199813842773,1049.6806640625
43,20.192514419555664,977.8436889648438
44,20.7374267578125,1000.5753173828125
45,21.562501907348633,1075.15185546875
46,21.060483932495117,1014.23828125
47,21.034711837768555,1007.5814819335938
48,21.542192459106445,1064.7437744140625
49,20.995311737060547,1019.774169921875
50,21.084081649780273,1049.1385498046875
51,21.491270065307617,1078.0819091796875
52,20.645244598388672,1002.709716796875
53,21.649076461791992,1088.33154296875
54,21.537988662719727,1064.0491943359375
