swap_type,num_samples,mean_abs_pred_swap_minus_original,median_abs_pred_swap_minus_original,mae_original,mae_swapped,delta_mae
same_env,4,0.0001904988312162459,0.00021842957357876003,165.68504333496094,165.68505859375,1.52587890625e-05
cross_env,4,0.0,0.0,165.68504333496094,165.68504333496094,0.0
