feature_set,regressor,n_train,n_test,residual_mae,r2
z_inv_raw,ridge,2,2,13.08306884765625,-17753.927734375
z_inv_raw,linear_regression,2,2,13.121803283691406,-17828.421875
h_inv,ridge,2,2,13.08306884765625,-17753.927734375
h_inv,linear_regression,2,2,13.121803283691406,-17828.421875
e_env,ridge,2,2,15.216447830200195,-16897.4140625
e_env,linear_regression,2,2,15.328178405761719,-17058.6484375
h_inv_plus_e_env,ridge,2,2,9.233424186706543,-10342.6259765625
h_inv_plus_e_env,linear_regression,2,2,9.235528945922852,-10341.9384765625
