scope,expert,soft_usage_mean,hard_count,hard_usage_ratio,route_entropy_mean,route_mean_distribution_entropy,effective_expert_number,max_expert_usage_ratio,min_expert_usage_ratio
expert,0,0.34856758266687393,0,0.0,0.9414242296072898,0.9414242296073061,2.5636300172639794,0.5420137345790863,0.1094187069684267
expert,1,0.1094187069684267,0,0.0,0.9414242296072898,0.9414242296073061,2.5636300172639794,0.5420137345790863,0.1094187069684267
expert,2,0.5420137345790863,4,1.0,0.9414242296072898,0.9414242296073061,2.5636300172639794,0.5420137345790863,0.1094187069684267
overall,all,1.000000024214387,4,1.0,0.9414242296072898,0.9414242296073061,2.5636300172639794,0.5420137345790863,0.1094187069684267
