swap_type,num_samples,mean_abs_pred_swap_minus_original,median_abs_pred_swap_minus_original,mae_original,mae_swapped,delta_mae
same_env,546,1.331770896911621,1.2982392311096191,10.03528881072998,10.322099685668945,0.28681087493896484
cross_env,546,1.3848319053649902,1.352965235710144,10.03528881072998,10.317240715026855,0.281951904296875
