feature_set,regressor,n_train,n_test,residual_mae,r2
z_inv_raw,ridge,382,164,4.2822747230529785,0.536716103553772
z_inv_raw,linear_regression,382,164,4.517496585845947,0.49760642647743225
h_inv,ridge,382,164,4.2822747230529785,0.536716103553772
h_inv,linear_regression,382,164,4.517496585845947,0.49760642647743225
e_env,ridge,382,164,5.43276834487915,0.463064581155777
e_env,linear_regression,382,164,5.648493766784668,0.42581963539123535
h_inv_plus_e_env,ridge,382,164,4.362731456756592,0.5143359899520874
h_inv_plus_e_env,linear_regression,382,164,4.937247276306152,0.3964295983314514
