swap_type,num_samples,mean_abs_pred_swap_minus_original,median_abs_pred_swap_minus_original,mae_original,mae_swapped,delta_mae
same_env,546,2.6080868244171143,2.6075501441955566,9.996747016906738,10.754287719726562,0.7575407028198242
cross_env,546,2.6481354236602783,2.5522165298461914,9.996747016906738,10.777493476867676,0.7807464599609375
