seed,output_dir,hungarian_mapping,best_fixed_expert_id,gmm_hungarian_test_avg_mae,uniform_test_avg_mae,shuffled_test_avg_mae,random_uniform_test_avg_mae,oracle_test_avg_mae,gain_vs_uniform,gain_vs_shuffled,oracle_gap,effective_expert_number
2024,/data/OuXiaoyu/STEVE_CODE/STEVE/experiments/NYCTaxi_TDS/fpem_agcrn_aligned_pretrained_inv_input_add_module_validity_progressive_gmm_0720_add_progressive_gmm_kmax3_common020_seed2024/case_study/progressive_gmm_case_outputs,"{""0"": 2, ""1"": 1, ""2"": 0}",0,8.220052719116211,8.227644920349121,8.227465295791626,8.228968834877014,8.208650588989258,0.007592201232910156,0.007412576675415394,0.011402130126953125,2.7984031406964225
2025,/data/OuXiaoyu/STEVE_CODE/STEVE/experiments/NYCTaxi_TDS/fpem_agcrn_aligned_pretrained_inv_input_add_module_validity_progressive_gmm_0720_add_progressive_gmm_kmax3_common020_seed2025/case_study/progressive_gmm_case_outputs,"{""0"": 2, ""1"": 0, ""2"": 1}",2,7.804026126861572,7.803970813751221,7.804312252998352,7.804291820526123,7.798339366912842,-5.53131103515625e-05,0.00028612613678014043,0.005686759948730469,2.6767309444607914
2026,/data/OuXiaoyu/STEVE_CODE/STEVE/experiments/NYCTaxi_TDS/fpem_agcrn_aligned_pretrained_inv_input_add_module_validity_progressive_gmm_0720_add_progressive_gmm_kmax3_common020_seed2026/case_study/progressive_gmm_case_outputs,"{""0"": 0, ""1"": 2, ""2"": 1}",0,8.197439193725586,8.20477294921875,8.27388060092926,8.284641218185424,8.086235523223877,0.0073337554931640625,0.07644140720367432,0.11120367050170898,2.8707515067562936
