case	seed	status	run_name	best_epoch	best_val_loss	test_avg_mae	test_mixed_mae	route_head_mode	fpem_env_route_target_mode	fpem_force_uniform_route	fpem_env_rep_ablation	effective_expert_number	prototype_pairwise_cosine	loss_future_mi	loss_swap	fpem_conservative_inv_override	fpem_override_threshold	fpem_override_margin	conservative_selective_hard_routing_mae	conservative_all_environment_mae	conservative_all_invariant_mae	conservative_oracle_mae	conservative_net_routing_gain	conservative_invariant_switch_coverage	detail
obs_k1_conservative_inv_override_regret_router	2024	OK	fpem_agcrn_aligned_pretrained_inv_conservative_inv_override_regret_router_0731_obs_k1_conservative_inv_override_regret_router_seed2024	93	10.493890762329102	10.493890762329102	10.465710639953613	hyper_inv_film_proto_input_add	env_prototype	0.0	normal	1.0	0.0	0.0	0.0	True	0.5	0.0	9.1085008030846	9.1085008030846	9.662237476167224	9.080732000441778	0.0	0.0	attempt=1
