comparison,baseline_mae,gmm_hungarian_mae,gain_positive_means_gmm_better,oracle_gap_positive_means_oracle_better
gmm_hard_val_hungarian_vs_best_fixed,8.223312377929688,8.220052719116211,0.0032596588134765625,
gmm_hard_val_hungarian_vs_random_uniform_top1,8.228968834877014,8.220052719116211,0.008916115760802867,
gmm_hard_val_hungarian_vs_random_prior_top1,8.228847312927247,8.220052719116211,0.008794593811035867,
gmm_hard_val_hungarian_vs_shuffled_gmm_route,8.227465295791626,8.220052719116211,0.007412576675415394,
gmm_hard_val_hungarian_vs_gmm_hard_identity,8.2356858253479,8.220052719116211,0.015633106231689453,
gmm_hard_val_hungarian_vs_uniform_all_experts,8.227644920349121,8.220052719116211,0.007592201232910156,
gmm_hard_val_hungarian_vs_oracle_top1,8.208650588989258,8.220052719116211,-0.011402130126953125,0.011402130126953125
