swap_type,num_samples,mean_abs_pred_swap_minus_original,median_abs_pred_swap_minus_original,mae_original,mae_swapped,delta_mae
same_env,546,10.936858177185059,10.429450988769531,7.920070171356201,23.947540283203125,16.027470111846924
cross_env,546,10.916641235351562,10.473264694213867,7.920070171356201,23.736804962158203,15.816734790802002
