feature_set,regressor,n_train,n_test,residual_mae,r2
z_inv_raw,ridge,382,164,4.289051055908203,0.5435622334480286
z_inv_raw,linear_regression,382,164,4.522334098815918,0.5051183104515076
h_inv,ridge,382,164,4.289051055908203,0.5435622334480286
h_inv,linear_regression,382,164,4.522334098815918,0.5051183104515076
e_env,ridge,382,164,4.7208685874938965,0.5124703049659729
e_env,linear_regression,382,164,4.964919090270996,0.47056320309638977
h_inv_plus_e_env,ridge,382,164,4.319332122802734,0.5331136584281921
h_inv_plus_e_env,linear_regression,382,164,4.87318229675293,0.42025992274284363
