case	seed	status	run_name	best_epoch	best_val_loss	test_avg_mae	test_mixed_mae	route_head_mode	fpem_env_route_target_mode	fpem_force_uniform_route	fpem_env_rep_ablation	effective_expert_number	prototype_pairwise_cosine	loss_future_mi	loss_swap	detail
obs_k1_environment_hard_router	2025	OK	fpem_agcrn_aligned_pretrained_inv_observable_load_hard_router_0727_v1_obs_k1_environment_hard_router_seed2025	4	11.309056414498222	10.218175888061523	10.180431365966797	hyper_inv_film_proto_input_add	env_prototype	0.0	normal	1.0	0.0	0.0	0.0	attempt=1
obs_k1_environment_hard_router	2026	FAIL	fpem_agcrn_aligned_pretrained_inv_observable_load_hard_router_0727_v1_obs_k1_environment_hard_router_seed2026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	non_memory_failure rc=143 attempt=1
obs_k1_environment_hard_router	2024	FAIL	fpem_agcrn_aligned_pretrained_inv_observable_load_hard_router_0727_v1_obs_k1_environment_hard_router_seed2024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	non_memory_failure rc=143 attempt=1
