sample_index,load_score,load_level,route_id,oracle_route_id,invariant_mae,environment_mae,native_mae,oracle_mae
0,0.18,1,0,0,14.065380859375,71.54071451822917,14.065380859375,14.065380859375
1,0.1925,1,0,0,14.469941850142046,70.75812322443181,14.469941850142046,14.469941850142046
