target,feature_set,classifier,n_train,n_test,accuracy,auc,f1
workday,z_inv,logistic_regression,382,164,0.7621951219512195,0.8261223162003904,0.8133971291866029
workday,z_inv,linear_svm,382,164,0.7378048780487805,0.8340923877683799,0.8154506437768241
workday,e_env,logistic_regression,382,164,0.7926829268292683,0.8567013662979831,0.8247422680412371
workday,e_env,linear_svm,382,164,0.7926829268292683,0.8793103448275863,0.8482142857142857
workday,z_inv_plus_e_env,logistic_regression,382,164,0.8353658536585366,0.9201366297983085,0.864321608040201
workday,z_inv_plus_e_env,linear_svm,382,164,0.9024390243902439,0.946324007807417,0.9259259259259259
rush_hour,z_inv,logistic_regression,382,164,0.9390243902439024,0.982550069403133,0.8809523809523809
rush_hour,e_env,logistic_regression,382,164,0.9451219512195121,0.9841364267301209,0.891566265060241
rush_hour,z_inv_plus_e_env,logistic_regression,382,164,0.9512195121951219,0.9920682133650605,0.9
