swap_type,num_samples,mean_abs_pred_swap_minus_original,median_abs_pred_swap_minus_original,mae_original,mae_swapped,delta_mae
same_env,546,1.701828122138977,1.423979640007019,10.061664581298828,10.320219993591309,0.25855541229248047
cross_env,546,1.7642000913619995,1.4682879447937012,10.061664581298828,10.3121337890625,0.2504692077636719
