feature_set,regressor,n_train,n_test,residual_mae,r2
z_inv,ridge,382,164,4.281396389007568,0.5365048050880432
z_inv,linear_regression,382,164,4.517187595367432,0.49716880917549133
e_env,ridge,382,164,4.967239856719971,0.49271559715270996
e_env,linear_regression,382,164,5.146554946899414,0.45815736055374146
z_inv_plus_e_env,ridge,382,164,4.393198013305664,0.5077508091926575
z_inv_plus_e_env,linear_regression,382,164,5.016781806945801,0.37991464138031006
